text,index
"['final', 'stori', 'convinc', 'may', 'impair', 'men', 'sexual', 'perform', 'vaccin', 'prevent']",97
"['nsw', 'record', 'eleven', 'death', 'new', 'case', 'continu', 'remain', 'stubbornli', 'high', 'zhhbb']",98
"['show', 'peer', 'review', 'studi', 'confirm', 'asymptomat', 'spread', 'coronavir']",99
"['hi', 'mean', 'child', 'live', 'conflict']",100
"['uk', 'relax', 'restrict', 'travel', 'nigeria', 'octob']",101
"['ironi', 'go', 'get', 'vaccin', 'dont', 'get', 'sick', 'escap', 'half', 'bake', 'vaccin']",102
"['antivaccin', 'milit', 'killer']",103
"['natur', 'immun', 'emerg', 'potenti', 'legal', 'challeng', 'feder', 'vaccin', 'mandat']",104
"['biden', 'chaotic', 'messag', 'booster', 'pit', 'white', 'hous', 'govern', 'sci']",105
"['say', 'lord', 'fauci', 'seem', 'clear', 'your', 'like', 'get', 'surf']",106
"['vaccin', 'centr', 'oper', 'today', 'srilanka', 'lockdown']",107
"['washington', 'medium', 'commiss', 'give', 'sanction', 'doctor', 'give', 'fals', 'inform', 'surround']",108
"['follow', 'guidelin', 'get', 'fulli', 'vaccin', 'get']",109
"['biden', 'chaotic', 'messag', 'booster', 'pit', 'white', 'hous', 'govern', 'sci']",110
"['pakistan', 'statist', 'sep', 'total', 'test', 'last', 'hour', 'posit', 'case', 'posit']",111
"['second', 'melbourn', 'antilockdown', 'protest', 'test', 'posit']",112
"['follow', 'guidelin', 'get', 'fulli', 'vaccin']",113
"['nurs', 'remind', 'job', 'wit', 'former', 'patient', 'return', 'famili']",114
"['might', 'singlemost', 'embarrass', 'display', 'theatr', 'sinc', 'incept']",115
"['sunday', 'septemb', 'new', 'photo', 'cdc', 'melbourn', 'vline', 'disrupt', 'myki', 'pacif']",116
"['nightmar', 'ecmo', 'vaccinemand']",117
"['revel', 'antivax', 'attende', 'melbourneriot', 'test', 'posit', 'compar']",118
"['chandima', 'weerakkodi', 'test', 'posit']",119
"['im', 'appli', 'monit', 'approv', 'what', 'relat']",120
"['uk', 'januari', 'juli', 'death', 'involv', 'peopl', 'receiv', 'vacc']",121
"['u', 'militari', 'member', 'higher', 'risk', 'die', 'suicid']",122
"['oklahoma', 'pastor', 'senat', 'candid', 'sell', 'religi', 'exempt', 'vaccin', 'mandat']",123
"['amazon', 'pickerpack', 'bonu', 'proof', 'vaccin', 'earn', 'hr', 'fergu']",124
"['latest', 'updat', 'san', 'diego', 'gear', 'pfizer', 'booster', 'shot', 'sept']",125
"['ye', 'listen', 'govern', 'bureaucrat', 'theyv', 'top']",126
"['sinc', 'around', 'longcoronaviru', 'liter', 'mean', 'new']",127
"['mr', 'weimar', 'said', 'unlik', 'contract', 'ralli', 'would', 'protest']",128
"['acc', 'sourc', 'top', 'rank', 'countri', 'highest', 'govern', 'report', 'rate', 'appear', 'esoter', 'masoni']",129
"['irancovid', 'death']",130
"['india', 'report', 'new', 'case', 'activ', 'case', 'stand']",131
"['decenc', 'arent', 'war', 'climat', 'chang', 'vote', 'right', 'woman', 'issu', 'seni']",132
"['men', 'may', 'six', 'time', 'like', 'develop', 'brief', 'longterm', 'erectil', 'dysfunct', 'contract']",133
"['pakistan', 'statist', 'sep', 'total', 'test', 'last', 'hour', 'posit', 'case', 'posit']",134
"['mean', 'chi']",135
"['follow', 'guidelin', 'get', 'fulli', 'vaccin']",136
"['face', 'mask', 'face', 'mask']",137
"['wa', 'school', 'district', 'will', 'violat', 'state', 'health', 'manda']",138
"['look', 'local', 'news', 'talk', 'th', 'wave', 'potenti', 'avoid', 'lockdownmayb']",139
"['queensland', 'record', 'new', 'case', 'today', 'come', 'state', 'govern', 'launch', 'new', 'campaign']",140
"['sheriff', 'told', 'wisconsin', 'teenag', 'take', 'instagram', 'post', 'judg', 'rule', 'first', 'amend', 'viol']",141
"['queensland', 'record', 'new', 'case', 'today', 'come', 'state', 'govern', 'launch', 'new', 'campaign']",142
"['irancovid', 'death']",143
"['noth', 'celebr', 'sad', 'use', 'ppl', 'advantagepolit']",144
"['queensland', 'record', 'new', 'case', 'today', 'come', 'state', 'govern', 'launch', 'new', 'campaign']",145
"['fuck', 'antivax', 'idaho', 'morgu', 'run', 'space', 'bodi', 'death', 'mount', 'washington']",146
"['queensland', 'record', 'new', 'case', 'today', 'come', 'state', 'govern', 'launch', 'new', 'campaign']",147
"['mike', 'taglier', 'fantasi', 'footbal', 'writer', 'podcast', 'host', 'die', 'doubl', 'jab', 'die']",148
"['inform', 'consent', 'disclosur', 'vaccin', 'trial', 'subject', 'risk', 'vaccin', 'worsen', 'clinic', 'diseas']",149
"['queensland', 'record', 'new', 'case', 'today', 'come', 'state', 'govern', 'launch', 'new', 'campaign']",150
"['end', 'here', 'scientist', 'six', 'month', 'outlook', 'bloomberg', 'almost', 'everyon']",151
"['unjust', 'irrespons', 'vaccin', 'made', 'avail', 'peopl', 'live', 'low', 'incom', 'coun']",152
"['kuch', 'south', 'mayor', 'remind', 'parent', 'send', 'child', 'vaccin', 'accord', 'given', 'date', 'time']",153
"['im', 'vaccin', 'recent', 'diagnos', 'pfizer', 'im', 'definit', 'wont']",154
"['follow', 'guidelin', 'get', 'fulli', 'vaccin', 'ge']",155
"['canada', 'medicaldevic', 'regulatori', 'daili', 'stori', 'vaccin']",156
"['vax', 'cancer']",157
"['setopati', 'vaccin', 'booster', 'could', 'mean', 'billion', 'drugmak']",158
"['scientist', 'deadli', 'could', 'liter', 'die', 'get', 'vaccin', 'antivaxx', 'bodi']",159
"['dave', 'salov', 'watch', 'morgu', 'fill', 'bodi', 'victim', 'pour']",160
"['india', 'log', 'fresh', 'case', 'death', 'last', 'hour']",161
"['queensland', 'record', 'new', 'case', 'today', 'come', 'state', 'govern', 'launch', 'new', 'campaign']",162
"['id', 'rather', 'wear', 'mask', 'die', 'im', 'weird', 'like']",163
"['live', 'updat', 'mandatori', 'week', 'wait', 'second', 'shot', 'covishield', 'govern', 'cite']",164
"['um', 'studi', 'show', 'north', 'american', 'bird', 'impact', 'lockdown']",165
"['would', 'child', 'better', 'recoveri', 'rate', 'take', 'gene', 'alter', 'vax', 'apprvd', 'rec']",166
"['anyon', 'tell', 'obes', 'lead', 'caus', 'death']",167
"['korea', 'korea', 'new', 'case', 'back', 'sunday', 'still', 'nd', 'highest', 'record']",168
"['creat', 'opportun', 'student', 'elementaryag', 'graduat', 'school', 'benefit', 'crowdsourci']",169
"['smallpoxcovid', 'risk', 'way', 'compar']",170
"['chandima', 'weerakkodi', 'test', 'posit', 'lka', 'srilanka', 'covidsl', 'chandimaweerakkodi']",171
"['vaccin', 'locat', 'throughout', 'state', 'nj', 'complet', 'list', 'nj', 'vaccin', 'cent']",172
"['queensland', 'record', 'new', 'case', 'today', 'come', 'state', 'govern', 'launch', 'new', 'campaign']",173
"['evid', 'mask', 'type', 'stand', 'best', 'protect']",174
"['rememb', 'join', 'twitter', 'mytwitteranniversari', 'here', 'suck', 'dck']",175
"['second', 'melbourn', 'antilockdown', 'protest', 'test', 'posit', 'abc', 'news']",176
"['mike', 'taglier', 'fantasi', 'footbal', 'writer', 'podcast', 'host', 'die', 'doubl', 'jab', 'die']",177
"['queensland', 'record', 'new', 'case', 'today', 'come', 'state', 'govern', 'launch', 'new', 'campaign']",178
"['latest', 'twitter', 'time', 'tokyo']",179
"['queensland', 'record', 'new', 'case', 'today', 'come', 'state', 'govern', 'launch', 'new', 'campaign']",180
"['princ', 'harri', 'meghan', 'markl', 'chow', 'comfort', 'food', 'harlem', 'donat', 'relief', 'fund', 'newsworldpr']",181
"['view', 'test', 'posit', 'despit', 'fulli', 'vaccin', 'cohost', 'pull', 'show']",182
"['check', 'deal', 'swab', 'test', 'health', 'screen', 'test']",183
"['oh', 'shit', 'guy', 'get', 'readi', 'find', 'way', 'end', 'busi', 'day']",184
"['natur', 'immun', 'emerg', 'potenti', 'legal', 'challeng', 'feder', 'vaccin', 'mandat']",185
"['follow', 'guidelin', 'get', 'fulli', 'vaccin']",186
"['dj', 'rodo']",187
"['uae', 'announc', 'new', 'case', 'recoveri', 'death', 'last', 'hour']",188
"['bluefairi', 'insul', 'camouflag', 'lunchbag', 'school', 'fun', 'food', 'foodnovelti', 'fun']",189
"['special', 'audio', 'messag', 'relat', 'situat', 'pagoda', 'kan', 'ben', 'ceremoni', 'upcom']",190
"['second', 'jab', 'done', 'let', 'free', 'pleaaasss', 'lockdownmelbourn']",191
"['iran', 'decid', 'lift', 'restrict', 'presid', 'raisi']",192
"['second', 'mani', 'vulner', 'peopl', 'high', 'risk', 'death', 'especi']",193
"['continu', 'uphold', 'protocol', 'take', 'proactiv', 'prevent', 'measur', 'includ']",194
"['latest', 'mhanyz', 'daili', 'afp']",195
"['lie', 'vaccin', 'pneumonia', 'protect', 'new', 'moronaviru']",196
"['india', 'continu', 'record', 'case', 'death', 'report', 'last', 'hr']",197
"['norway', 'ea', 'major', 'restrict', 'amid', 'low', 'case', 'throughout', 'scandinavian', 'nation']",198
"['big', 'futur', 'releas', 'agenc', 'univers', 'studi', 'impact', 'find']",199
"['idaho', 'morgu', 'run', 'space', 'bodi', 'death', 'mount', 'washington', 'post']",200
"['dont', 'know', 'guy', 'mayb', 'guy', 'eat', 'cost', 'u', 'millon', 'million', 'caus', 'lie']",201
"['two', 'u', 'research', 'develop', 'technolog', 'underli', 'moderna', 'pfizerbiontech', 'vaccin']",202
"['nd', 'posit', 'case', 'connect', 'melbourn', 'freedomprotest', 'antivaxx', 'ufmeu', 'construct', 'ralli', 'break']",203
"['promin', 'antivax', 'doctor', 'fals', 'claim', 'vaccin', 'could', 'make', 'peopl', 'magnet', 'medic']",204
"['trade', 'secretari', 'ramon', 'lopez', 'propos', 'govern', 'task', 'forc', 'allow', 'reopen', 'gym']",205
"['feder', 'judg', 'block', 'new', 'york', 'citi', 'school', 'vaccin', 'mandat']",206
"['australia', 'wa', 'offici', 'mandat', 'vaccin', 'transport', 'worker', 'octob']",207
"['unjust', 'irrespons', 'vaccin', 'made', 'avail', 'peopl', 'live', 'low', 'incom', 'coun']",208
"['maxim', 'protect', 'variant', 'prevent', 'possibl', 'spread', 'other', 'cdc']",209
"['soon', 'expo']",210
"['fresh', 'case', 'india', 'lower', 'yesterday']",211
"['friend', 'si', 'icu', 'rn', 'coma', 'stroke', 'caus', 'bloodclot', 'wont', 'get', 'vaccin']",212
"['cod', 'modern', 'warfar', 'start', 'confirm']",213
"['follow', 'guidelin', 'get', 'fulli', 'vaccin']",214
"['puppet', 'show', 'actual', 'power', 'never', 'isol', 'proven', 'exist']",215
"['serv', 'wakeup', 'call', 'world', 'must', 'come', 'togeth', 'common', 'agenda']",216
"['chit', 'sherlock', 'promin', 'antivax', 'doctor', 'fals', 'claim', 'vaccin', 'could', 'make', 'peopl', 'magnet']",217
"['delhi', 'grip', 'viral', 'fever', 'respiratori', 'virus', 'post', 'rain', 'milder', 'virus', 'give', 'competit']",218
"['okay', 'classif', 'type', 'doesnt', 'matter']",219
"['physician', 'opinion', 'accur', 'reflect', 'howev']",220
"['info', 'india', 'new', 'case', 'today', 'recoveri', 'today', 'death', 'total', 'activ', 'case', 'total', 'case']",221
"['trend', 'uk', 'relax', 'restrict', 'travel', 'nigeria', 'octob', 'celeb']",222
"['india', 'report', 'new', 'case', 'recoveri', 'death', 'past', 'hour', 'activ', 'case']",223
"['begin', 'second', 'melbourn', 'antilockdown', 'protest', 'test', 'posit']",224
"['trend', 'uk', 'relax', 'restrict', 'travel', 'nigeria', 'octob', 'realtim', 'inform']",225
"['norway', 'offici', 'compar', 'flu']",226
"['vatican', 'say', 'requir', 'healthpass', 'resid']",227
"['india', 'log', 'fresh', 'case', 'death', 'last', 'hour']",228
"['didnt', 'slow', 'grow', 'team', 'revloc', 'hire', 'dedic', 'digit', 'sale', 'repres', 'grea']",229
"['texa', 'republican', 'congressman', 'brian', 'babin', 'say', 'test', 'posit']",230
"['updat', 'india', 'administ', 'cr', 'vaccin', 'dose', 'nationwid', 'vaccin', 'drive', 'far', 'recov']",231
"['indiafightscorona', 'doctor', 'test', 'posit', 'get', 'vaccin', 'rajat']",232
"['enlist', 'enlist', 'still']",233
"['didnt', 'legal', 'action', 'current', 'embroil', 'partner', 'mask', 'make']",234
"['mini', 'version', 'last', 'day', 'first', 'second', 'dosemi', 'wife']",235
"['brought', 'huge', 'workplac', 'disrupt']",236
"['voxmedia', 'covidinfo', 'info']",237
"['travel', 'isnt', 'back', 'base', 'rais', 'infect', 'death']",238
"['fresh', 'case', 'india', 'yesterday']",239
"['well', 'execut', 'psyop', 'human', 'histori', 'imo']",240
"['mike', 'taglier', 'fantasi', 'footbal', 'writer', 'podcast', 'host', 'die', 'doubl', 'jab', 'though', 'th']",241
"['im', 'watch', 'season', 'savinghop', 'cours', 'despit', 'episod']",242
"['australia', 'take', 'deliveri', 'pfizer', 'vaccin', 'britain']",243
"['republican', 'respons', 'climat', 'chang', 'disastr']",244
"['peopl', 'alreadi', 'sick', 'even', 'octobernovemb']",245
"['idaho', 'morgu', 'run', 'space', 'bodi', 'death', 'mount', 'republican', 'lie']",246
"['full', 'commit', 'battl', 'namo', 'app']",247
"['auspol', 'second', 'melbourn', 'antilockdown', 'protest', 'test', 'posit']",248
"['hello', 'cube', 'entertain', 'th', 'btob', 'staff', 'test', 'posit', 'preemptiv', 'measur', 'bt']",249
"['australia', 'victoria', 'state', 'record', 'secondhighest', 'daili', 'rise', 'case']",250
"['acc', 'sourc', 'appear', 'like', 'esoter', 'mason', 'occult', 'oper', 'reset', 'world', 'continuati']",251
"['brought', 'forefront', 'first', 'world', 'much', 'alter', 'littl', 'advertis', 'depend']",252
['true'],253
"['pacif', 'honor', 'soundtrack', 'main', 'titl', 'theme', 'han', 'zimmer', 'dont', 'touch', 'bat', 'legend']",254
"['oklahoma', 'pastor', 'senat', 'candid', 'sell', 'religi', 'exempt', 'vaccin', 'mandat']",255
"['vaccin', 'booster', 'could', 'mean', 'billion', 'drugmak', 'invest', 'human', 'health', 'care', 'flood', 'remedi']",256
"['french', 'presid', 'emmanuelmacron', 'tweet', 'inform', 'franc', 'doubl', 'number', 'vaccin', 'dose']",257
"['sad', 'parent', 'dont', 'care', 'peopl', 'kid', 'case', 'rais']",258
"['panel', 'scientist', 'investig', 'origin', 'disband']",259
"['covidinfo', 'info']",260
"['bingo', 'real', 'alarm', 'sound', 'novel', 'break', 'seaso']",261
"['feder', 'judg', 'deal', 'blow', 'vaccin', 'mandat', 'nyc', 'teacher', 'nbc', 'news']",262
"['coronaupdatesinindia', 'septemb', 'mohfw', 'total', 'case', 'new', 'case', 'hr', 'de']",263
"['case', 'file', 'vaccin', 'intern', 'crimin', 'court', 'rise', 'infect', 'vaccin']",264
"['tip', 'cope', 'stress', 'fear', 'worri', 'anxieti']",265
"['protein', 'cd', 'may', 'contribut', 'sever', 'infect', 'peopl', 'pro']",266
"['new', 'york', 'citi', 'judg', 'temporarili', 'block', 'nyc', 'school', 'vaccin', 'mandat', 'rctnnew']",267
"['that', 'lot', 'roam', 'around', 'predict', 'anoth', 'super', 'spreader']",268
"['india', 'report', 'new', 'case', 'new', 'death', 'last', 'hour', 'accord', 'indian', 'health', 'mini']",269
"['covidinfo', 'info']",270
"['feder', 'judg', 'block', 'vaccin', 'mandat', 'nyc', 'teacher', 'updat', 'npr']",271
"['famili', 'dead', 'american', 'sue', 'million', 'american', 'sue', 'ca']",272
"['latest', 'momus', 'smash', 'daili', 'thank', 'inpst']",273
"['ye', 'incred', 'sad', 'whole', 'disbelief', 'covid', 'exist', 'benefit', 'va']",274
"['pfizer', 'take', 'advers', 'event', 'potenti', 'associ', 'vaccin']",275
"['covidinfo', 'info']",276
"['sunstaropinion', 'im', 'pretti', 'sure', 'ive', 'said', 'need', 'said', 'countri', 'cebu', 'diseas']",277
"['closest', 'known', 'rel', 'behind', 'found', 'lao']",278
"['feder', 'judg', 'block', 'vaccin', 'mandat', 'nyc', 'teacher', 'updat', 'npr']",279
"['man', 'attend', 'melbourn', 'protest', 'test', 'posit', 'kick', 'hospit']",280
"['biff', 'concern', 'obes', 'worri', 'mango', 'mussolini']",281
"['franc', 'covidinfo', 'info']",282
"['portrait', 'five', 'work', 'art', 'basel', 'confront', 'art', 'artlov']",283
"['lot', 'kid', 'left', 'loss', 'parent']",284
"['unjust', 'irrespons', 'vaccin', 'made', 'avail', 'peopl', 'live', 'low', 'incom', 'coun']",285
"['india', 'continu', 'record', 'case', 'death', 'report', 'last', 'hr']",286
"['wonder', 'test', 'provid', 'fals', 'posit', 'glad', 'okay']",287
"['joe', 'biden', 'presidenti', 'elect', 'trump', 'doubl', 'prevent', 'compet', 'resp']",288
"['hour', 'ill', 'studi', 'atbat', 'pcr', 'test', 'im', 'go', 'back', 'middl', 'basebal', 'play', 'im']",289
"['fuck', 'around', 'find', 'make', 'appear', 'auspol', 'covidv']",290
"['nl', 'report', 'new', 'case', 'central', 'health', 'region']",291
"['follow', 'guidelin', 'get', 'fulli', 'vaccin', 'get']",292
"['your', 'best', 'medicin', 'that', 'india', 'suffer', 'save', 'peopl']",293
"['biden', 'cut', 'treatment', 'republican', 'state']",294
"['singapor', 'tighten', 'control', 'measur', 'tomorrow', 'brief', 'month', 'reopen', 'despit', 'vaccinat']",295
"['norway', 'ea', 'major', 'restrict', 'amid', 'low', 'case', 'throughout']",296
"['india', 'report', 'new', 'case', 'last', 'hour']",297
"['dhadubai', 'covidinfo', 'info']",298
"['good', 'morn', 'rememb', 'vaccin', 'still', 'ongo', 'variou', 'health', 'center', 'around', 'countri']",299
"['fulli', 'vaccin', 'tv', 'host', 'got', 'test', 'posit']",300
"['u', 'athlet', 'requir', 'get', 'vaccin', 'compet', 'winter', 'olymp']",301
"['india', 'record', 'new', 'case', 'death', 'overnight', 'said', 'health', 'ministri', 'sunday', 'mark']",302
['tracker'],303
"['protein', 'cd', 'may', 'contribut', 'sever', 'infect', 'peopl']",304
"['total', 'number', 'death', 'associ', 'vaccin', 'great']",305
"['meet', 'giant', 'geert', 'vanden', 'bossch', 'robert', 'malo']",306
"['total', 'fine', 'need', 'take', 'break', 'stayathomeandstaysaf']",307
"['second', 'melbourn', 'antilockdown', 'protest', 'test', 'posit']",308
"['struck', 'serial', 'timet', 'noncompli']",309
"['epidemiolog', 'clue', 'sar', 'origin', 'china', 'anyon', 'ever', 'ask', 'chine']",310
"['nba', 'stand', 'kyri', 'wiggin']",311
"['doubl', 'doughnut', 'day', 'zero', 'new', 'case', 'queensland', 'author', 'launch', 'new', 'vaccin', 'campaign']",312
"['covidinfo', 'info']",313
"['covidinfo', 'info']",314
"['africa', 'cancer', 'foundat', 'daili', 'cancer']",315
"['new', 'phase', 'must', 'look', 'se']",316
"['vaccin', 'beat', 'natur', 'immun', 'fight', 'hub']",317
"['post', 'tracker', 'day', 'move', 'averag', 'reason', 'sirsmadam']",318
"['covidinfo', 'info']",319
"['salvandovida', 'cuba', 'covidinfo', 'info']",320
"['grenada', 'oldest', 'citizen', 'age', 'carriac', 'succumb', 'caribbean', 'grenada', 'carriac', 'death']",321
"['need', 'get', 'vaccin', 'everyon', 'order', 'end', 'urg', 'other']",322
"['follow', 'guidelin', 'get', 'fulli', 'vaccin']",323
"['uctcovidpledg', 'covidinfo', 'info']",324
"['indiafightscorona', 'doctor', 'test', 'posit', 'get', 'vaccin', 'rajat']",325
"['human', 'resourc', 'show', 'must', 'democratis', 'work', 'thoma', 'piketti', 'other']",326
