text,index
"['hahaha', 'ad', 'job', 'find', 'unvaccin', 'peopl', 'hi', 'im', 'would', 'lik']",28
"['jetblu', 'cancel', 'flight', 'reschedul', 'flight', 'pas', 'test']",29
"['shut', 'u', 'get', 'use', 'soul', 'lost', 'offici', 'fulli', 'vaccin']",30
"['ccp', 'releas', 'novel', 'bioweapon', 'world', 'dark', 'forc', 'ha']",31
"['hospit', 'philippin', 'struggl', 'influx', 'patient']",32
"['sad', 'dont', 'see', 'point', 'fact', 'prove', 'exist', 'like', 'result', 'gold']",33
"['australia', 'delta', 'spread', 'new', 'state']",34
"['latest', 'link', 'local', 'dupag', 'daili', 'thank', 'smartnew']",35
"['shouldnt', 'solv', 'u', 'didnt', 'joe', 'biden', 'didnt', 'gone', 'deceas']",36
"['chang', 'everyon', 'look', 'home']",37
"['last', 'updat', 'octob', 'gmt', 'unit', 'state', 'case', 'death', 'recov']",38
"['australia', 'delta', 'spread', 'new', 'state', 'australia', 'delta', 'spread', 'state']",39
"['air', 'new', 'zealand', 'requir', 'vaccin', 'intern', 'travel']",40
"['australia', 'delta', 'spread', 'new', 'state']",41
"['patient', 'beg', 'vaccin', 'put', 'life', 'support', 'melbourn', 'nurs', 'say']",42
"['india', 'report', 'new', 'case', 'recoveri', 'death', 'last', 'hour', 'activ', 'case']",43
"['today', 'two', 'new', 'death', 'relat', 'complic', 'report', 'occur', 'last', 'hour']",44
"['global', 'death', 'hit', 'million', 'delta', 'variant', 'sweep', 'world', 'world', 'news', 'manorama', 'english', 'onmanorama']",45
"['vietnam', 'total', 'confirm', 'case', 'surpass', 'new', 'infect', 'brought', 'countri', 'total', 'talli']",46
"['case', 'updat', 'current', 'activ', 'case', 'new', 'zealand', 'border', 'comm']",47
"['chang', 'peopl', 'interact', 'onlin', 'class', 'home', 'deliveri', 'food']",48
"['give', 'month', 'everi', 'american', 'moneyforthepeopl', 'sign', 'petit']",49
['peru'],50
['peru'],51
"['anyon', 'still', 'talk', 'delta', 'variant', 'exampl', 'bec']",52
"['food', 'insecur', 'undiscuss', 'global', 'age', 'cultur', 'untouch', 'impact']",53
"['live', 'updat', 'octob', 'everyth', 'need', 'know']",54
"['yearold', 'girl', 'die', 'day', 'vaccin', 'yearold', 'girl', 'die']",55
"['everyth', 'old', 'new', 'peopl', 'seem', 'shock', 'holocaust', 'analog', 'co']",56
"['saturday', 'cowindashboard', 'figur', 'case', 'vaccin', 'st', 'dose']",57
"['support', 'vaccin', 'iraq']",58
"['merck', 'say', 'experiment', 'pill', 'cut', 'worst', 'effect']",59
"['danc', 'star', 'contest', 'cheryl', 'burk', 'codi', 'rigsbi', 'compet', 'home', 'contract']",60
"['earli', 'fourth', 'wave', 'infect', 'thousand', 'avoid', 'death', 'possibl', 'spend', 'fest']",61
"['death', 'eclips', 'u', 'delta', 'variant', 'rage', 'wkrc', 'tv', 'cincinnati']",62
"['death', 'eclips', 'u', 'delta', 'variant', 'rage']",63
"['spiritualsunday', 'medit', 'help', 'manag', 'stress', 'anxieti', 'seriou', 'situat']",64
"['harlan', 'counti', 'lost', 'two', 'school', 'employe', 'two', 'day', 'last', 'week']",65
"['quebec', 'need', 'know', 'weekend']",66
"['say', 'hi', 'mike']",67
"['link', 'unnecessari', 'death', 'vaccin', 'cdcchang']",68
"['turn', 'backyard', 'lumber', 'yard', 'feazel', 'muddyum', 'sep', 'medium']",69
"['war', 'vaccin', 'reason', 'shouldnt', 'worri', 'vaccin', 'go']",70
"['union', 'budget', 'vaccin', 'push', 'fdi', 'insur', 'tax', 'relief', 'seniorsvia', 'namo', 'app']",71
"['durga', 'puja', 'ahead', 'festiv', 'season', 'idol', 'maker', 'kumartuli', 'kolkata', 'worri', 'sale']",72
"['dick', 'farrel', 'plead', 'friend', 'get', 'vaccin', 'die', 'complic']",73
"['today', 'book', 'uncontrol', 'spread', 'crush', 'u', 'defeat', 'next', 'scott', 'gottlieb']",74
"['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",75
"['merck', 'pill', 'success', 'slam', 'moderna', 'share', 'shake', 'health', 'care', 'sector', 'fox', 'financ', 'busi', 'news']",76
"['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",77
"['new', 'york', 'wont', 'extend', 'unemploy', 'benefit', 'healthcar', 'worker', 'fire', 'vaccin', 'mandat', 'healthcar']",78
"['narr', 'sick', 'proven', 'healthi', 'guilti', 'proven', 'innoc']",79
"['india', 'report', 'new', 'case', 'recoveri', 'death', 'last', 'hour']",80
"['mani', 'kid', 'hospit', 'mani', 'succumb', 'unless', 'medic', 'data', 'strongli', 'ind']",81
"['patient', 'beg', 'vaccin', 'put', 'life', 'support', 'melbourn', 'nurs', 'say']",82
"['sciencedelta', 'increas', 'risk', 'pregnant', 'woman', 'pfizerbiontech', 'vaccin', 'antibodi', 'gone', 'month']",83
"['wearamask', 'getvaccin', 'darkmoney', 'kochback', 'group', 'fuel', 'opposit', 'school', 'mask', 'mandat', 'leak']",84
"['joe', 'biden', 'issu', 'statement', 'mark', 'death', 'goe', 'golf']",85
"['er', 'nurs', 'test', 'posit', 'eight', 'day', 'receiv', 'vaccin']",86
"['million', 'dose', 'pfizer', 'vaccin', 'arriv', 'ninoy', 'aquino', 'intern', 'airport', 'sunday']",87
"['msn', 'like', 'usa', 'death', 'unfortun', 'famili', 'moth']",88
"['must', 'elimin', 'becom', 'endem', 'america', 'surviv']",89
"['none', 'u', 'fallen', 'famili', 'deal', 'novel']",90
"['imo', 'scientif', 'ethic', 'valid', 'reason', 'vax', 'mandat']",91
"['isol', 'lack', 'train', 'stigma', 'advers', 'pile', 'south', 'african', 'soccer', 'team', 'japan', 'time']",92
"['causal', 'relationship', 'global', 'warm']",93
"['break', 'pfizer', 'stand', 'accus', 'experi', 'orphan', 'babi', 'test', 'vaccin']",94
"['rocket', 'surgeri']",95
"['earli', 'fourth', 'wave', 'infect', 'thousand', 'avoid', 'death', 'possibl', 'spend', 'fest']",96
"['mean', 'chi']",97
"['vaccin', 'microphon', 'still', 'becom', 'infect', 'spread', 'unvaccin', 'microphon']",98
"['canada', 'medicaldevic', 'regulatori', 'daili', 'stori', 'vaccin']",99
"['stock', 'market', 'tax', 'trump', 'stimulu', 'barron', 'potu', 'trump']",100
"['myrepublica', 'delta', 'increas', 'risk', 'pregnant', 'woman', 'pfizerbiontech', 'vaccin', 'antibodi', 'gone', 'month']",101
"['india', 'record', 'new', 'case', 'lower', 'yesterday']",102
"['india', 'cross', 'anoth', 'mileston', 'million', 'vaccin', 'administ', 'indiafightscorona']",103
"['im', 'sure', 'go', 'go', 'year', 'death', 'cancel', 'noth', 'youtub']",104
"['vaccin', 'work', 'short', 'period', 'time', 'need', 'boostershot', 'protect']",105
"['latest', 'twitter', 'time', 'thank', 'tokyo']",106
"['exclus', 'summari', 'vaccin', 'concern', 'usupd', 'septum', 'studi', 'pfizer', 'mod']",107
"['joe', 'rogan', 'think', 'biden', 'fake', 'booster', 'shot', 'live', 'tv']",108
"['joebiden', 'issu', 'statement', 'mark', 'death', 'goe', 'golf']",109
"['kareem', 'abduljabbar', 'nba', 'player', 'refus', 'vaccin', 'live', 'stake']",110
"['great', 'talk', 'protect', 'admit', 'hospit', 'legal', 'av']",111
"['last', 'updat', 'octob', 'gmt', 'unit', 'state', 'case']",112
"['fetal', 'death', 'record', 'follow', 'shot', 'crimin', 'cdc', 'recommend', 'pregnant', 'woman', 'get']",113
"['give', 'month', 'everi', 'american', 'moneyforthepeopl', 'sign', 'petit']",114
"['act', 'record', 'new', 'case', 'amid', 'warn', 'larg', 'labour', 'day', 'gather']",115
"['doctor', 'urg', 'albertan', 'demand', 'govern', 'releas', 'model']",116
"['nrl', 'grand', 'final', 'annastacia', 'palaszczuk', 'issu', 'stern', 'warn', 'updat']",117
"['new', 'case', 'india', 'gmt', 'coronavirusupd', 'coronaviruspandem']",118
"['thousand', 'protest', 'health', 'pas', 'across']",119
"['question', 'vaccin', 'pregnanc', 'fertil', 'plea', 'check']",120
"['cross', 'cancer', 'institut', 'hospit', 'noth']",121
"['feder', 'law', 'prohibit', 'employ', 'other', 'requir', 'vaccin', 'vaccin']",122
"['receiv', 'vaccin', 'adeboy']",123
"['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",124
"['suprem', 'court', 'justic', 'brett', 'kavanaugh', 'test', 'posit']",125
"['vaccin', 'kill', 'peopl']",126
"['amount', 'loss', 'seen', 'health', 'profession', 'becom', 'desensit', 'join', 'breakout', 'sess']",127
"['patient', 'beg', 'vaccin', 'put', 'life', 'support', 'melbo']",128
"['ccp', 'releas', 'novel', 'bioweapon', 'world', 'dark', 'forc', 'ha']",129
"['news', 'overwhelm', 'aborigin', 'town', 'australia', 'independ']",130
"['biden', 'reiter', 'need', 'vaccin', 'death', 'toll', 'u', 'top']",131
"['escap', 'lab', 'way', 'earlier']",132
"['report', 'nd', 'octob', 'new', 'posit', 'case', 'year', 'quarantin', 'local', 'contact']",133
"['vaccin', 'wear', 'dont', 'protect', 'variant', 'sure', 'booster', 'origin', 'would', 'help']",134
"['air', 'new', 'zealand', 'requir', 'full', 'vaccin', 'intern', 'travel']",135
"['call', 'everi', 'name', 'mama', 'daddi', 'side', 'famili', 'die', 'probabl', 'idjit']",136
"['gambl', 'health', 'shot', 'million', 'buck', 'auspol', 'vaccin']",137
"['news', 'solano', 'commun', 'colleg', 'mandat', 'vaccin', 'test', 'vacavil', 'report']",138
"['sick', 'sadist', 'world', 'fight', 'amid', 'u', 'sanction', 'gooblog']",139
"['advent', 'vaccin', 'spark', 'hope', 'return', 'normal', 'dash', 'latest']",140
"['next', 'gener', 'doctor', 'impact']",141
"['read', 'somewher', 'norway', 'simpli', 'accept', 'stay', 'remov', 'restrict']",142
"['news', 'protest', 'romania', 'reject', 'restrict']",143
"['india', 'record', 'new', 'case', 'lower', 'yesterday']",144
"['tkp', 'global', 'death', 'hit', 'million', 'delta', 'variant', 'sweep', 'world', 'delta', 'variant', 'domin']",145
"['bc', 'top', 'doctor', 'tout', 'vaccin', 'ahead', 'thanksgiv', 'gather']",146
"['mindanao', 'examin', 'region', 'newspap', 'enough', 'vaccin']",147
"['punt', 'polit', 'failur', 'health', 'system', 'stewardship', 'evid', 'respons', 'brazil']",148
"['death', 'eclips', 'u', 'delta', 'variant', 'rage', 'wkrc', 'tv', 'cincinnati', 'death', 'eclips']",149
"['patient', 'beg', 'vaccin', 'put', 'life', 'support', 'melbourn', 'nurs', 'say', 'sciencematt']",150
"['unvaccin', 'hospit', 'cost', 'billion', 'dollar', 'petersonkff', 'health', 'system', 'tracker']",151
"['took', 'lose', 'foot', 'unvaccin', 'texan', 'say', 'learn']",152
"['jampk', 'first', 'dose', 'vaccin', 'mandatori', 'visit', 'mall', 'govt', 'offic', 'restaur', 'public', 'transport', 'know']",153
"['su', 'influenc', 'misinform', 'turn', 'caus', 'wrong', 'relat', 'death']",154
"['break', 'pfizer', 'stand', 'accus', 'experi', 'orphan', 'babi', 'test', 'vaccin', 'expo']",155
"['feel', 'burnt', 'impact', 'patient', 'care', 'prolong', 'battl', 'left', 'mani', 'doctor']",156
"['malaysian', 'need', 'lockdown', 'like', 'slow', 'spread', 'vaccin', 'responsiblecitizen']",157
"['absolut', 'hate', 'smell', 'tast', 'bright', 'sude', 'result', 'came', 'neg', 'today']",158
"['latest', 'mhanyz', 'daili', 'thank', 'afp']",159
"['oiler', 'duncan', 'keith', 'frustrat', 'get', 'vaccin']",160
"['common', 'speaker', 'accus', 'govern', 'contempt', 'parliament', 'power', 'video']",161
"['accord', 'statist', 'canada', 'excess', 'death', 'stop']",162
"['expert', 'explain', 'end', 'local', 'consequ', 'increas']",163
"['nearli', 'marin', 'declin', 'vaccin', 'cnnpolit']",164
"['day', 'somebodi', 'solv', 'myth', 'antigen', 'test', 'shut']",165
"['pet', 'barri', 'zuri', 'buster', 'stuart']",166
"['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",167
"['get', 'better', 'airborn', 'transmiss', 'apoorva', 'mandavilli', 'nyt', 'read']",168
"['head', 'doubl', 'vaccin', 'yet', 'covidnsw', 'covidv', 'australia']",169
"['india', 'report', 'new', 'case', 'last', 'hour', 'per', 'cent', 'lower', 'yesterday']",170
"['last', 'updat', 'octob', 'gmt', 'unit', 'state', 'case', 'death']",171
"['two', 'studi', 'suggest', 'newer', 'variant', 'better', 'travel', 'air', 'new', 'york']",172
"['safer', 'feder', 'workforc', 'task', 'forc', 'issu', 'guidanc', 'feder', 'contractor', 'protocol']",173
"['pm', 'vaccin', 'may', 'mandatori', 'yearold', 'start', 'school']",174
"['affect', 'special', 'educ', 'student', 'gen']",175
"['make', 'comeback', 'vengeanc', 'mani', 'countri', 'still', 'fight', 'battl', 'aiim', 'taskforc', 'chief', 'time']",176
"['cancer', 'patient', 'chemotherapi', 'lower', 'immun', 'respons', 'vaccin', 'studi', 'find']",177
"['odisha', 'report', 'new', 'case', 'last', 'hour', 'quarantin', 'local', 'contact', 'total', 'caseload']",178
"['didnt', 'slow', 'grow', 'team', 'revloc', 'hire', 'dedic', 'digit', 'sale', 'repres', 'lawr']",179
"['sad', 'demonstr', 'import', 'get', 'jab', 'get']",180
"['insid', 'unit', 'airlin', 'decis', 'mandat', 'vaccin', 'niraj', 'chokshi', 'noam', 'scheiber', 'nyt', 'read']",181
"['india', 'alon', 'number', 'death', 'must', 'may']",182
"['impli', 'unpredict', 'tick', 'clock', 'wait', 'explod', 'th']",183
"['yearold', 'woman', 'surviv', 'flu', 'kill', 'million', 'peopl', 'worldwid', 'die']",184
"['air', 'new', 'zealand', 'requir', 'vaccin', 'intern', 'travel', 'reuter']",185
"['modal', 'state', 'kerala', 'report']",186
"['tragic', 'mileston', 'death', 'eclips', 'u']",187
"['auckland', 'seem', 'set', 'remain', 'alert', 'level', 'lockdown', 'appear', 'across', 'border', 'waikato']",188
"['number', 'rise', 'plea', 'take', 'precaut']",189
"['local', 'commun', 'import', 'futur', 'japan', 'ail', 'tourism', 'industri', 'de']",190
"['still', 'push', 'remdesivirvekluri', 'ebola', 'therapeut', 'patient']",191
"['race', 'reach', 'presid', 'cyril', 'ramaphosa', 'vaccin', 'target', 'minist', 'thrown', 'weight']",192
"['latest', 'momus', 'smash', 'daili', 'thank', 'ai']",193
"['wa', 'premier', 'confirm', 'crew', 'stolt', 'sakura', 'ship', 'fremantl', 'test', 'posit', 'rd']",194
"['icymi', 'vitamin', 'insuffici', 'may', 'account', 'almost', 'nine', 'ten', 'death', 'time', 'act']",195
"['thirtyf', 'death', 'infect', 'posit', 'case', 'report', 'countri']",196
"['info', 'india', 'new', 'case', 'today', 'recoveri', 'today', 'death', 'total', 'activ', 'case', 'total', 'case']",197
"['june', 'israel', 'report', 'link', 'rare', 'case', 'heart', 'inflamm', 'vaccin', 'young', 'men']",198
"['danc', 'month', 'without', 'mask', 'safe', 'ticket', 'morn']",199
"['stupid', 'statement', 'global', 'endem', 'never', 'heard', 'immun', 'vaccin']",200
"['new', 'zealand', 'widen', 'lockdown', 'delta', 'spread', 'outsid', 'auckland', 'new', 'zealand', 'delta', 'variant', 'ha']",201
"['vietnam', 'wit', 'nd', 'surg', 'infect', 'speed', 'pace', 'reform', 'upskil', 'workforc']",202
"['happen', 'wake', 'alabama', 'alabama', 'clear', 'plan', 'use', 'relief', 'fund', 'build', 'prison']",203
"['what', 'time', 'wash', 'hand', 'rememb', 'best', 'way', 'prevent']",204
"['dont', 'expect', 'canadian', 'court', 'help', 'stand', 'charter', 'right', 'rule']",205
"['odisha', 'report', 'new', 'posit', 'includ', 'year', 'age', 'group', 'last', 'hour', 'quaranti']",206
"['got', 'sick', 'day', 'ago', 'check', 'cdc', 'websit', 'symptom', 'match', 'sympt']",207
"['alabama', 'lawmak', 'approv', 'controversi', 'plan', 'use', 'million', 'relief', 'fund', 'build', 'new', 'prison']",208
"['newzealand', 'delta', 'spread', 'outsid', 'auckland']",209
"['patient', 'beg', 'vaccin', 'put', 'life', 'support', 'melbourn', 'nurs', 'say']",210
"['requir', 'spreader', 'thrive', 'step', 'save', 'live', 'emergeda', 'cloth', 'mask', 'refrain', 'larg', 'gath']",211
"['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",212
"['hyperinflamm', 'postcovid', 'ill', 'may', 'root', 'mast', 'cell', 'activ', 'syndrom', 'af']",213
"['fact', 'check', 'mask', 'proven', 'reduc', 'spread', 'factsmatt']",214
"['patient', 'beg', 'vaccin', 'put', 'life', 'support', 'melbourn', 'nurs', 'say']",215
"['vaccin', 'peopl', 'spore', 'infect', 'develop', 'longterm', 'symptom']",216
"['shot', 'list', 'flu', 'descript', 'pharmaci', 'medic', 'go', 'figur', 'say', 'sh']",217
"['pfizer', 'vaccin', 'gain', 'emerg', 'authoris', 'use', 'child', 'pfizer', 'manipul', 'studi', 'da']",218
"['second', 'peroid', 'plan', 'help', 'pkbsi', 'maintain', 'zoo', 'indonesia']",219
"['clallam', 'bay', 'correct', 'center', 'continu', 'grow', 'accord', 'health', 'offici']",220
"['think', 'look', 'like', 'logo']",221
"['new', 'post', 'uk', 'record', 'anoth', 'case']",222
"['catastroph', 'threaten', 'million', 'civilian', 'nw', 'syria', 'million', 'live', 'refuge', 'crow']",223
"['didnt', 'need', 'come', 'patient', 'beg', 'vaccin', 'put', 'life', 'support', 'melbour']",224
"['new', 'case', 'new', 'death', 'kazakhstan', 'gmt', 'coronavirusupd', 'coronaviruspandem']",225
"['tragic', 'complet', 'avoid', 'u', 'hit', 'death']",226
"['american', 'alaska', 'airlin', 'jetblu', 'requir', 'employe', 'vaccin', 'updat']",227
"['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",228
"['sa', 'green', 'list', 'travel', 'uk', 'probabl', 'get', 'confirm', 'later', 'week']",229
"['studi', 'import', 'claim', 'becom', 'airborn', 'heck', 'mean', 'alway']",230
"['australia', 'delta', 'spread', 'new', 'state']",231
"['wheel', 'come', 'wagon', 'thegreatcoronavirusfraudof', 'vaccinemad', 'version']",232
"['sunday', 'observ', 'cartoon', 'lka', 'srilanka', 'teacherstrik', 'studentlivesmatt', 'student']",233
"['health', 'minist', 'rachel', 'stephensmith', 'said', 'new', 'local', 'acquir', 'case', 'link', 'cu']",234
"['ye', 'like', 'vaccin', 'antivaxx', 'wont', 'take', 'merck', 'pill', 'caus', 'believ', 'contain', 'microchip']",235
"['basketbal', 'star', 'bradley', 'beal', 'mislead', 'comment']",236
"['kj', 'mysejahtera', 'add', 'new', 'featur', 'report', 'premis', 'flout', 'sop', 'newswav']",237
"['merck', 'antivir', 'pill', 'could', 'mean']",238
"['india', 'record', 'new', 'case', 'lower', 'yesterday']",239
"['thailand', 'regist', 'new', 'case', 'bring', 'total', 'confirm', 'case', 'log', 'new', 'death']",240
"['yearold', 'die', 'day', 'contract', 'cnn']",241
"['whistleblow', 'claim', 'china', 'spread', 'intent']",242
"['get', 'better', 'airborn', 'transmiss', 'new', 'york', 'time']",243
"['get', 'better', 'airborn', 'transmiss', 'apoorva', 'mandavilli', 'nyt', 'health']",244
"['okay', 'need', 'take', 'nap', 'sarscov', 'ncov', 'hcov']",245
"['got', 'first', 'vaccin', 'dose', 'juli', 'look', 'forward', 'second', 'jab', 'unfortun', 'got', 'mess']",246
"['uk', 'abolish', 'quarantin', 'rule', 'almost', 'countri', 'report', 'follow', 'updat']",247
"['california', 'gov', 'gavin', 'newsom', 'friday', 'announc', 'vaccin', 'mandat', 'student', 'first', 'requiremen']",248
"['antivir', 'pill', 'could', 'game', 'changer', 'vaccin', 'still', 'america', 'way', 'expert']",249
"['india', 'record', 'new', 'case', 'lower', 'yesterday']",250
"['tracker', 'daili', 'new', 'case', 'death', 'india', 'diu', 'coronavirusupd']",251
"['get', 'better', 'airborn', 'transmiss', 'sourc', 'nytim', 'septemb', 'pm']",252
"['libertarian', 'parti', 'reaction', 'biden', 'six', 'point', 'mitig', 'plan']",253
"['bodvar', 'test', 'neg']",254
"['africa', 'cancer', 'foundat', 'daili', 'cancer']",255
"['get', 'better', 'airborn', 'transmiss', 'apoorva', 'mandavilli', 'nyt']",256
"['opinion', 'merck', 'pill', 'great', 'news', 'may', 'gamechang']",257
"['clueless', 'uneduc', 'dumb', 'ass', 'dont', 'want', 'vaccin', 'ca']",258
"['facebook', 'twit', 'compli', 'side', 'countri', 'releas']",259
"['healthcoronavirussci', 'graphiccovid', 'sciencedelta', 'increas', 'risk', 'pregnant', 'woman', 'pfizerbiont']",260
"['relat', 'death', 'nsw', 'delta', 'wave', 'doesnt', 'includ', 'death', 'vic']",261
"['work', 'websit', 'day', 'im', 'ad', 'polici', 'kindli', 'say', 'your', 'vaccin', 'wont', 'work']",262
"['mayb', 'fake', 'test', 'anashel', 'ok', 'show']",263
"['much', 'ucp', 'sask', 'parti', 'base', 'ob', 'denier', 'resist', 'mitig']",264
"['mp', 'speak', 'whole', 'societi', 'effort', 'win', 'battl']",265
"['health', 'minist', 'rachel', 'stephensmith', 'said', 'new', 'local', 'acquir', 'case', 'link', 'cu']",266
"['invest', 'studi', 'japan', 'success', 'japan', 'explor', 'model', 'mitig', 'healthi', 'food', 'low']",267
"['u', 'death', 'level', 'delta', 'variant', 'surg', 'drop']",268
"['queensland', 'record', 'zero', 'new', 'local', 'case', 'author', 'push', 'ahead', 'nrl', 'grand']",269
"['death', 'eclips', 'u', 'delta', 'variant', 'rage', 'pb', 'newshour']",270
"['patient', 'beg', 'vaccin', 'put', 'life', 'support', 'melbourn', 'nurs']",271
"['major', 'babi', 'young', 'one', 'remain', 'unvaccin', 'leav', 'vulner']",272
"['death', 'eclips', 'u', 'delta', 'variant', 'rage', 'pb', 'newshour']",273
"['recent', 'indianapoli', 'combin', 'latest', 'surg', 'case', 'acutecar', 'bed', 'across']",274
"['chine', 'citizen', 'journalist', 'document', 'resurfac', 'day', 'australian', 'chinaviru']",275
"['isnt', 'new', 'peopl', 'think', 'least', 'six', 'studi']",276
"['invermectin', 'work', 'parasit', 'inverm']",277
"['assam', 'reinvent', 'deploy', 'find', 'malnourish', 'well', 'special']",278
"['myth', 'receiv', 'vaccin', 'make', 'magnet', 'well', 'japan', 'found', 'metal', 'contamin']",279
"['india', 'log', 'new', 'case', 'death', 'hr']",280
"['vaer', 'whistleblow', 'dead', 'vaccin', 'within', 'day', 'vaccin', 'spark', 'lawsuit', 'fede']",281
"['death', 'eclips', 'u', 'delta', 'variant', 'rage', 'pb', 'newshour', 'death', 'eclips']",282
"['death', 'eclips', 'u', 'delta', 'variant', 'rage', 'pb', 'newshour']",283
"['last', 'updat', 'octob', 'gmt', 'unit', 'state', 'case', 'death']",284
"['pediatr', 'flu', 'death', 'flu', 'season', 'pediatr', 'deat']",285
"['india', 'log', 'new', 'case', 'death', 'hr']",286
"['bt', 'butter', 'still', 'kr', 'add', 'daw', 'po', 'nakadelay', 'daw', 'po', 'expect', 'delay', 'act', 'god', 'restrict', 'thank']",287
"['franc', 'thousand', 'protest', 'health', 'pas', 'across', 'countri', 'franceprotest']",288
"['unit', 'fli', 'insid', 'unit', 'airlin', 'decis', 'mandat', 'vaccin']",289
"['youtub', 'block', 'antivaccin', 'content', 'includ', 'thing', 'unrel']",290
"['yearold', 'woman', 'surviv', 'flu', 'kill', 'million', 'peopl', 'worldwid', 'die']",291
"['unit', 'state', 'told', 'purpos', 'new', 'mutat']",292
"['death', 'eclips', 'u', 'delta', 'variant', 'rage', 'pb', 'newshour']",293
"['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",294
"['california', 'becom', 'first', 'state', 'requir', 'vaccin', 'student']",295
"['latest', 'helpspreadthi', 'daili', 'thank', 'endthepandem']",296
"['turn', 'american', 'get', 'vaccin', 'keep', 'job']",297
"['normal', 'fulli', 'vaccin', 'guy', 'recogn', 'isnt', 'flu', 'hoax', 'also', 'absolut']",298
"['last', 'updat', 'octob', 'gmt', 'unit', 'state', 'case', 'death']",299
"['dont', 'ever', 'pas', 'blunt', 'somebodi', 'dont', 'know', 'fuck']",300
"['scientist', 'unit', 'state', 'believ', 'mutat', 'better', 'airborn', 'spread']",301
"['around', 'around', 'billion', 'year', 'hear', 'littl', 'million', 'math', 'ai']",302
"['nah', 'id', 'lift', 'nigga', 'as', 'way', 'youngin', 'mask', 'went', 'dum']",303
"['hey', 'maga', 'antivax', 'mom', 'middleagedjackass', 'listen', 'watch', 'video', 'learn', 'someth', 'job']",304
"['venezuela', 'jooooos']",305
"['delta', 'air', 'nz', 'requir', 'intern', 'passeng', 'fulli', 'vaccin']",306
"['nrl', 'grand', 'final', 'annastacia', 'palaszczuk', 'issu', 'stern', 'warn', 'updat']",307
"['money', 'that', 'earn', 'use', 'ccp', 'creat', 'kill', 'million', 'peopl']",308
"['person', 'ive', 'cite', 'epidemiologist', 'blew', 'whistl', 'organizatio']",309
"['india', 'record', 'new', 'case', 'ad', 'death', 'saturday']",310
"['two', 'thousand', 'american', 'peopl', 'die', 'everi', 'day', 'need', 'surviv', 'zyesami']",311
"['immedi', 'saw']",312
"['u', 'male', 'experienc', 'largest', 'loss', 'life', 'expect', 'onset', 'global']",313
"['im', 'tri', 'read', 'treatment', 'protocol', 'ask', 'intellig', 'question']",314
"['health', 'offici', 'consid', 'vaccin', 'safe', 'peopl', 'well', 'obvious', 'wasnt']",315
"['new', 'poll', 'show', 'major', 'shift', 'lifestyl', 'prefer', 'follow', 'smartnew']",316
