text,index
"['that', 'hard', 'problem', 'mostli', 'project', 'ub', 'store', 'close', 'onlin', 'share']",52
"['focu', 'nsw', 'govern', 'definit', 'need', 'ongo', 'crisi', 'someth']",53
"['global', 'death', 'hit', 'million', 'delta', 'variant', 'sweep', 'world']",54
"['india', 'report', 'new', 'case', 'last', 'hour', 'activ', 'caseload', 'lowest', 'day']",55
"['kindli', 'preach', 'bojo', 'stop', 'give', 'gyan']",56
"['much', 'vaccin', 'cost', 'pfizer', 'biontech', 'set', 'initi', 'price', 'dose', 'buy']",57
"['republican', 'governor', 'threaten', 'lawsuit', 'biden', 'vaccin', 'mandat']",58
"['new', 'case', 'report', 'india', 'last', 'hour', 'kerala', 'record', 'new', 'case', 'death', 'yesterday']",59
"['teen', 'die', 'first', 'vaccin', 'dose']",60
"['plea', 'year', 'mark', 'dead', 'american', 'know', 'thre']",61
"['preprint', 'studi', 'overst', 'risk', 'myocard', 'follow', 'vaccin', 'withdrawn', 'reuter']",62
"['seven', 'dead', 'infect', 'trinidad', 'tobago', 'newsday', 'jampj']",63
"['reciproc', 'entri', 'rule', 'uk', 'citizen', 'octob']",64
"['world', 'bank', 'approv', 'credit', 'nigeria', 'scale', 'vaccin']",65
"['india', 'report', 'new', 'case', 'new', 'death', 'last', 'hour', 'accord', 'indian']",66
"['dead', 'epidem', 'deadliest', 'american', 'histori', 'despit', 'fact', 'eff']",67
"['new', 'case', 'new', 'death', 'hondura', 'gmt', 'coronavirusupd', 'coronaviruspandem']",68
"['india', 'record', 'new', 'case', 'death', 'kerala', 'remain', 'top', 'contributor']",69
"['sad', 'global', 'death', 'hit', 'million', 'delta', 'variant', 'sweep', 'world']",70
"['student', 'refus', 'get', 'vaccin', 'california', 'propos', 'vaccin', 'mandat', 'schoolchildren']",71
"['declin', 'case', 'across', 'unit', 'state', 'past', 'sever', 'week', 'given', 'overwhelm', 'hospit']",72
"['health', 'expert', 'say', 'compani', 'charg', 'excess', 'rate', 'test', 'loophol', 'fed']",73
"['latest', 'link', 'local', 'dupag', 'daili', 'thank', 'smartnew']",74
"['usa', 'octob', 'death', 'usa', 'number', 'death']",75
"['today', 'target', 'anoth', 'day', 'cr', 'vaccin', 'shot', 'cr', 'total', 'cumul', 'shot', 'offer', 'gre']",76
"['real', 'obama', 'gener', 'muslim', 'communist', 'mercenari']",77
"['swfl', 'danger', 'zone']",78
"['u', 'death', 'toll', 'hit']",79
"['musician', 'saab', 'magalona', 'candi', 'gamo', 'share', 'tip', 'stay', 'friend', 'someon', 'pandemi']",80
"['plea', 'also', 'pray', 'revis', 'version', 'oratio', 'imperata']",81
"['doh', 'usec', 'vergeir', 'say', 'yet', 'includ', 'antigentest', 'case', 'offici', 'data', 'report']",82
"['damn', 'damn', 'infect', 'also', 'lost', 'sen', 'tast', 'smell', 'unpleas', 'feel']",83
"['liter', 'die', 'lib', 'covidiot']",84
"['dr', 'tenpenni', 'telegram', 'crimin', 'globalist', 'genocid', 'coup', 'continu', 'dec']",85
"['almost', 'saturday', 'statist', 'usual', 'shown', 'channel', 'within']",86
"['compani', 'minorleagu', 'basebal', 'team', 'lose', 'th', 'circuit', 'coverag', 'appeal']",87
"['vaccin', 'rate', 'rhode', 'island', 'firefight', 'vari', 'commun', 'friday', 'day', 'gov', 'dan', 'mckee']",88
"['u', 'american', 'current', 'hospit', 'diseas', 'around', 'die', 'daili', 'although', 'vaccin']",89
"['updat', 'pakistan', 'case', 'saturday', 'confirm', 'activ', 'death', 'recov']",90
"['mark', 'zuckerberg', 'emerg', 'man', 'bed', 'ask', 'would', 'like', 'inform', 'babylon']",91
"['exclus', 'noem', 'biden', 'ration', 'medicin', 'polit', 'reason']",92
"['still', 'explain', 'variant', 'mutat', 'covidiot', 'chang']",93
"['read', 'merck', 'pill', 'seen', 'huge', 'advanc', 'rais', 'hope', 'prevent', 'death']",94
"['thank', 'gladi', 'live', 'berejiklian', 'didnt', 'want', 'burden', 'sydney']",95
"['arrest', 'hawaii', 'author', 'arrest', 'two', 'peopl', 'california', 'submit', 'fake', 'test', 'result', 'avoid']",96
"['crazi', 'statist', 'child', 'like', 'die', 'way', 'school', 'car', 'school']",97
"['u', 'death', 'toll', 'surpass', 'despit', 'wide', 'avail', 'vaccin', 'time', 'india']",98
"['lo', 'angel', 'kabc', 'lo', 'angel', 'lift', 'restrict', 'start', 'monday', 'allow', 'restaur', 'gy']",99
"['pasifika', 'health', 'leader', 'urg', 'polic', 'put', 'stop', 'brian', 'tamaki', 'plan', 'protest', 'weekend']",100
"['u', 'death', 'toll', 'eclips']",101
"['health', 'ministri', 'clarifi', 'viral', 'video', 'empti', 'syring', 'um', 'vaccin', 'teen', 'video']",102
"['would', 'work', 'similar', 'tamiflu', 'except', 'would', 'person', 'still', 'want', 'antibodi', 'infus', 'inst']",103
"['american', 'dead', 'hey', 'moscowmitch', 'goppandem', 'trumplegaci', 'covidisr']",104
"['global', 'death', 'hit', 'million', 'delta', 'variant', 'sweep', 'world']",105
"['india', 'daili', 'death', 'rise', 'health', 'ministri']",106
"['live', 'india', 'record', 'new', 'case', 'u', 'hit', 'death']",107
"['octob', 'updat', 'labconfirm', 'case', 'report', 'today', 'total', 'number', 'case']",108
"['singapor', 'clinic', 'start', 'charg', 'sinovac', 'free', 'govt', 'stock', 'vaccin', 'run']",109
"['kareem', 'abduljabbar', 'nba', 'player', 'refus', 'vaccin', 'live', 'stake']",110
"['india', 'total', 'case', 'reach', 'mln', 'death', 'toll', 'reach', 'health', 'ministri']",111
"['lv', 'opinion', 'rapid', 'test', 'make', 'life', 'easier', 'new', 'york', 'time']",112
"['australia', 'report', 'new', 'vaccin', 'today', 'resid', 'receiv', 'least', 'dose']",113
"['peopl', 'still', 'die', 'daili', 'im', 'ask', 'support', 'waiver', 'intellectu', 'pr']",114
"['unit', 'state', 'reach', 'latest', 'heartbreak', 'mileston', 'friday', 'eclips', 'death']",115
"['india', 'regist', 'new', 'case', 'last', 'hour', 'per', 'cent', 'lower', 'yesterday']",116
"['u', 'death', 'toll', 'surpass', 'despit', 'wide', 'avail', 'vaccin']",117
"['friend', 'co', 'worker', 'die', 'yesterday', 'complic', 'said', 'believ']",118
"['u', 'death', 'toll', 'surpass', 'despit', 'wide', 'avail', 'vaccin']",119
"['sciencedelta', 'increas', 'risk', 'pregnant', 'woman', 'pfizerbiontech', 'vaccin', 'antibodi', 'gone', 'month']",120
"['warren', 'counti', 'urg', 'vaccin', 'local', 'man', 'die']",121
"['septemb', 'death', 'vax', 'breakthrough', 'vermont', 'daili', 'chronicl']",122
"['new', 'antivir', 'pill', 'reduc', 'risk', 'hospitalis', 'patient']",123
"['flashback', 'acceler', 'great', 'reset', 'look']",124
"['american', 'airlin', 'alaska', 'jetblu', 'order', 'worker', 'get', 'vaccin']",125
"['massachusett', 'state', 'polic', 'trooper', 'resign', 'vaccin', 'mandat', 'updat', 'npr']",126
"['alabama', 'gop', 'governor', 'sign', 'bill', 'use', 'relief', 'fund', 'build', 'prison', 'law', 'big']",127
"['u', 'reach', 'death']",128
"['get', 'back', 'freedom', 'kidsfreedomday', 'childsplay']",129
"['school', 'close', 'darbi', 'griffin', 'leav']",130
"['thank', 'much', 'usa', 'vaccin']",131
"['warren', 'counti', 'urg', 'vaccin', 'local', 'man', 'die']",132
"['scari', 'told', 'vaccin', 'yall', 'go', 'learn']",133
"['region', 'assames', 'morn', 'news', 'hour']",134
"['suprem', 'court', 'justic', 'brett', 'kavanaugh', 'test', 'posit']",135
"['india', 'announc', 'test', 'quarantin', 'briton']",136
['infograph'],137
"['your', 'impress', 'death', 'toll', 'florida', 'mere', 'bad']",138
"['biden', 'prais', 'filipino', 'u', 'contribut', 'effort']",139
"['u', 'death', 'toll', 'surpass', 'despit', 'wide', 'avail', 'vaccin']",140
"['india', 'daili', 'case', 'rise', 'health', 'ministri']",141
"['point', 'unlik', 'bc', 'ontario', 'policymak', 'recogn', 'transmiss', 'happen', 'prima']",142
"['go', 'away', 'na', 'miss', 'moment', 'pag', 'mag', 'coconcert', 'na']",143
"['vietnam', 'vietnames', 'polic', 'beat', 'citizen', 'demand', 'return', 'hometown', 'hochiminhc']",144
"['americanairlin', 'alaskaairlin', 'jetblu', 'order', 'worker', 'get', 'vaccin', 'ef', 'time']",145
"['global', 'caseload', 'top', 'mn', 'worldnew']",146
"['studi', 'sar', 'cov', 'infect', 'potenti', 'transmiss', 'individu', 'immun', 'moderna', 'vaccin']",147
"['peopl', 'keep', 'act', 'like', 'post']",148
"['latest', 'twitter', 'time', 'thank', 'tokyo']",149
"['australia', 'western', 'australia', 'close', 'christma', 'premier', 'refus', 'open', 'border']",150
"['your', 'mainli', 'futur', 'weve', 'never', 'live', 'like', 'experi', 'mean', 'nothin']",151
"['lao', 'extend', 'measur', 'till', 'octob', 'sootinclaimoncom']",152
"['india', 'regist', 'new', 'case', 'past', 'hour', 'indiacovid']",153
"['vaccin', 'updat', 'singleday', 'test', 'lakh', 'vaccin', 'lakh']",154
"['ceo', 'gab', 'spread', 'disinform', 'liter', 'publish', 'sure', 'tru']",155
"['see', 'havent', 'thought', 'varient', 'mutat', 'surviv']",156
"['gladi', 'decid', 'updat', 'press', 'confer', 'cat', 'might', 'sneak', 'bag', 'earli']",157
"['india', 'make', 'vaccin', 'compliant', 'guidelin', 'export', 'mani', 'countri', 'uk']",158
"['sampl', 'test', 'st', 'octob', 'includ', 'sampl', 'test', 'yesterday', 'say', 'indi']",159
"['u', 'hit', 'death', 'case', 'begin', 'fall']",160
"['mom', 'conn', 'teen', 'speak', 'son', 'suffer', 'heart', 'condit', 'day', 'vaccin']",161
"['covidiot', 'delta', 'florida', 'alabama', 'giuliani', 'crenshaw', 'rees', 'biden', 'pelosi', 'alex', 'jone', 'subway']",162
"['broke', 'record', 'russia', 'kill', 'peopl', 'day', 'wreak', 'havoc', 'russia', 'kill']",163
"['geniu', 'pat', 'cant', 'place', 'togeth', 'mass', 'vaccin', 'spread']",164
"['administr', 'vaccin', 'immunocompromis', 'patient']",165
"['activ', 'case', 'countri', 'declin', 'union', 'health', 'ministri']",166
"['report', 'st', 'octob', 'new', 'posit', 'case', 'year', 'quarantin', 'local', 'contact']",167
"['nsw', 'updat', 'state', 'record', 'new', 'case', 'advertis', 'nsw', 'updat', 'state', 'record', 'new', 'coro']",168
"['cdc', 'show', 'dispar', 'vaccin', 'among', 'adult', 'disabl', 'compar', 'adult', 'without', 'disabi']",169
"['daughter', 'recov', 'staff', 'symptom', 'exposur', 'good', 'thing', 'test', 'tur']",170
"['although', 'vaccin', 'nearli', 'year', 'death', 'toll', 'offici', 'surpass']",171
"['finland', 'start', 'vaccin', 'mink', 'ndtv']",172
"['india', 'regist', 'new', 'case', 'past', 'hour', 'indiacovid']",173
"['report', 'point', 'worker', 'ration', 'action', 'livabl', 'safetycovid', 'shortag', 'inequ', 'effect']",174
"['oct', 'british', 'arriv', 'irrespect', 'vaccin', 'statu', 'present', 'neg']",175
"['american', 'die', 'that', 'peopl', 'live', 'citi', 'boston', 'denver', 'det']",176
"['india', 'report', 'new', 'case', 'last', 'hour', 'activ', 'caseload', 'lowest', 'day', 'min']",177
"['new', 'zealand', 'see', 'antilockdown', 'protest', 'indonesia', 'plan', 'big', 'event', 'test', 'live']",178
"['asmara', 'dior', 'collect', 'signatur', 'design', 'face', 'mask', 'designerbrand', 'signaturebrand', 'facemask']",179
"['year', 'research', 'begin', 'pay', 'evolv', 'treatment', 'hgen', 'watch', 'video', 'lenzilumab']",180
"['doctor', 'fear', 'hospit', 'could', 'overwhelm', 'rise', 'admiss', 'grow', 'load', 'elect', 'surgeri', 'th']",181
"['go', 'nrl', 'grand', 'final', 'havent', 'vaccin', 'yet', 'drop', 'popup', 'vaccin', 'clinic']",182
"['photo', 'galleri', 'pari', 'fashion', 'week', 'return', 'go', 'mostli', 'virtual', 'year']",183
"['u', 'death', 'toll', 'surpass', 'despit', 'wide', 'avail', 'vaccin', 'vaccineswork', 'maskswork']",184
"['antivax', 'mileswid', 'ultralarg', 'spacecraft', 'lockdown', 'edward', 'ongweso', 'jr']",185
"['actual', 'medic', 'exempt', 'receiv', 'vaccin', 'lindsey', 'park']",186
"['selfportrait', 'cocklebur', 'graphit', 'color', 'pencil', 'ive', 'think', 'th']",187
"['lao', 'extend', 'measur', 'till', 'octob', 'sootinclaimoncom']",188
"['lv', 'merck', 'pill', 'seen', 'huge', 'advanc', 'rais', 'hope', 'prevent', 'death']",189
"['covidth', 'mysteri', 'virusmi', 'mom', 'dose', 'phizer', 'still', 'got', 'got', 'sicksh', 'healthyi', 'went']",190
"['context', 'canada', 'lost', 'live', 'across', 'entir']",191
"['m', 'la', 'al', 'surpass', 'ny', 'earli', 'hot', 'spot']",192
"['one', 'bring', 'anti', 'vaxer', 'stretch', 'unncessarili', 'join']",193
"['india', 'report', 'new', 'case', 'death', 'hour']",194
"['merck', 'unveil', 'highli', 'effect', 'oral', 'pill', 'intend', 'widespread', 'use']",195
"['posit', 'rate', 'remain', 'pakistan']",196
"['jammu', 'kashmir', 'record', 'fresh', 'infect', 'death', 'friday']",197
"['india', 'record', 'new', 'case', 'death', 'kerala', 'remain', 'top', 'contributor']",198
"['rich', 'river', 'golf', 'club', 'staff', 'test', 'possibl', 'exposur', 'riverin', 'herald']",199
"['merck', 'unveil', 'highli', 'effect', 'oral', 'pill', 'intend', 'widespread', 'use']",200
"['arizona', 'live', 'news', 'updat', 'job', 'work']",201
"['trigger', 'hyperglycemia', 'also', 'disrupt', 'fat', 'cell', 'caus', 'decreas', 'product', 'hormon', 'adiponec']",202
"['setopati', 'merck', 'say', 'pill', 'cut', 'risk', 'death', 'hospit', 'half']",203
"['teacher', 'grappl', 'stay', 'free', 'infect', 'forc', 'back', 'overcrowd']",204
"['vaccin', 'passport', 'say', 'uk', 'pm', 'prepar', 'set', 'winter', 'plan']",205
"['care', 'phil', 'peopl', 'may', 'take', 'serious', 'joke']",206
"['india', 'record', 'new', 'case', 'lower', 'yesterday']",207
"['new', 'weapon', 'drug', 'clinic', 'trial', 'prove', 'success', 'manufactur', 'merck']",208
"['u', 'antivaxx', 'embrac', 'ivermectin', 'dont', 'trust', 'vaccin', 'evolutioninact', 'vox']",209
"['didnt', 'slow', 'grow', 'team', 'revloc', 'hire', 'dedic', 'digit', 'sale', 'repres', 'lo']",210
"['heart', 'inflamm', 'rate', 'higher', 'moderna', 'vaccin', 'canada', 'data', 'newssuit']",211
"['california', 'requir', 'vaccin', 'schoolchildren']",212
"['actual', 'medic', 'exempt', 'receiv', 'vaccin', 'lindsey', 'park', 'feel', 'nee']",213
"['global', 'death', 'hit', 'million', 'delta', 'variant', 'sweep', 'world']",214
"['effort', 'auckland', 'contain', 'delta', 'last', 'week', 'get', 'lockdown', 'may']",215
"['russia', 'mission', 'explor', 'cosmo', 'held', 'back', 'mixtur', 'western', 'sanction', 'countri', 'spa']",216
"['million', 'peopl', 'america', 'recov', 'natur', 'recov', 'immun']",217
"['know', 'beta', 'hindu', 'hold', 'cow', 'urin', 'drink', 'parti', 'guard', 'coronavir']",218
"['dearborn', 'mi', 'updat', 'news', 'octob', 'dearborn', 'mi', 'updat', 'news']",219
"['suprem', 'court', 'justic', 'brett', 'kavanaugh', 'test', 'posit']",220
"['armi', 'sgt', 'matthew', 'vela', 'respiratori', 'therapist', 'fort', 'hood', 'texa', 'input', 'data', 'treat', 'patient']",221
"['pakistan', 'report', 'new', 'case', 'death', 'last', 'hour']",222
"['look', 'flag', 'repres', 'person', 'die', 'u', 'mani', 'contain', 'handwritten']",223
"['interst', 'retriev', 'nsw', 'queensland', 'full', 'ppe', 'exhaust']",224
"['infograph', 'coverup']",225
"['research', 'topic', 'psycholog', 'impact', 'health', 'worker', 'var']",226
"['setopati', 'death', 'report', 'friday', 'test', 'posit']",227
"['argentina', 'offici', 'announc', 'approv', 'friday', 'chine', 'sinopharm', 'vaccin', 'use', 'age', 'bet']",228
"['india', 'report', 'new', 'case', 'fatal', 'offici', 'data']",229
"['australia', 'report', 'new', 'case', 'vaccin', 'push', 'continu', 'australianz', 'news']",230
"['thane', 'tmc', 'organis', 'special', 'vaccin', 'drive', 'teacher', 'school', 'staff', 'shopkeep', 'woman', 'tribal']",231
"['million', 'peopl', 'america', 'recov', 'natur', 'recov', 'im']",232
"['india', 'record', 'new', 'case', 'lower', 'yesterday']",233
"['doh', 'respons', 'improv', 'despit', 'worst', 'place', 'rank', 'bloomberg', 'report']",234
"['got', 'ta', 'go', 'ya', 'got', 'ta', 'go', 'australia', 'nsw', 'state', 'premier', 'resign', 'corrupt', 'probe', 'amid', 'battl']",235
"['u', 'death', 'toll', 'hit']",236
"['india', 'report', 'new', 'case', 'last', 'hour', 'activ', 'caseload', 'lowest', 'day', 'mi']",237
"['taiwan', 'health', 'minist', 'say', 'peopl', 'taiwan', 'soon', 'abl', 'book', 'first', 'jab']",238
"['central', 'ny', 'man', 'arrest', 'employ', 'report', 'fake', 'vaccin', 'card', 'trooper', 'say']",239
"['latest', 'mhanyz', 'daili', 'thank', 'afp']",240
"['gt', 'new', 'case', 'gt', 'death', 'today', 'let', 'rememb', 'trump', 'say', 'past', 'th']",241
"['minnesota', 'wastewat', 'alltim', 'high', 'here', 'could', 'mean']",242
"['learn', 'air', 'pollut', 'dr', 'maria', 'neira', 'explain', 'six', 'air', 'pollut', 'harm']",243
"['updat', 'octob', 'gmt', 'case', 'case', 'death']",244
"['awar', 'thala', 'must', 'watch', 'subscrib']",245
"['think', 'get', 'lot', 'wors']",246
"['global', 'death', 'hit', 'million', 'delta', 'variant', 'sweep', 'world']",247
"['california', 'mandat', 'vaccin', 'student', 'soon', 'next', 'fall']",248
"['got', 'sweet', 'sweet', 'flu', 'vaccin', 'today', 'feel', 'great', 'mix', 'immun', 'oh', 'yeahhh']",249
"['new', 'case', 'new', 'death', 'kazakhstan', 'gmt', 'coronavirusupd', 'coronaviruspandem']",250
"['merck', 'pharmaceut', 'present', 'pill', 'data', 'show', 'percent', 'reduct', 'hospit']",251
"['california', 'requir', 'vaccin', 'schoolchildren']",252
"['peopl', 'test', 'posit', 'test', 'conduct', 'th', 'feder', 'capit', 'islamabad', 'po']",253
"['child', 'case', 'decreas', 'week', 'week', 'make', 'larger', 'proport', 'total', 'case', 'account', 'nearli']",254
"['india', 'report', 'new', 'case', 'death', 'last', 'hour', 'ommcomnew']",255
"['come', 'hope', 'busi', 'goe', 'shit', 'popular', 'denver', 'restaur', 'group', 'requir', 'vaccin', 'custo']",256
"['import', 'video', 'youll', 'ever', 'watch']",257
"['merck', 'seek', 'emerg', 'author', 'pill', 'say', 'cut', 'effect']",258
"['nobodi', 'use', 'glass', 'mask', 'fals', 'messag']",259
"['u', 'reach', 'death', 'thehil']",260
"['case', 'southlaketaho', 'eldoradocounti', 'douglascounti', 'quad', 'counti', 'new', 'death']",261
"['massachusett', 'add', 'new', 'case', 'death']",262
"['research', 'find', 'closest', 'rel', 'among', 'bat', 'lao']",263
"['u', 'surpass', 'death']",264
"['damag', 'interview', 'nobel', 'laureat', 'professor', 'luc', 'montagni']",265
"['even', 'dont', 'believ', 'even', 'sinc', 'leakyimperfect', 'vaccin']",266
"['connecticut', 'doctor', 'licens', 'suspend', 'provid', 'blank', 'sign', 'exempt', 'form', 'health', 'depart', 'say']",267
"['go', 'keep', 'wear', 'mask', 'doublemask', 'like', 'modif', 'mo']",268
"['could', 'side', 'effect', 'vaccin']",269
"['read', 'news', 'report', 'new', 'antivir', 'pill', 'battl', 'merck', 'call', 'molnupiravir', 'keep']",270
"['nih', 'bat', 'grant', 'report', 'submit', 'two', 'year', 'late']",271
"['yearold', 'rosevil', 'father', 'life', 'support', 'battl']",272
"['harrisonburg', 'translat', 'regul', 'variou', 'languag']",273
"['break', 'odisha', 'record', 'fresh', 'case', 'infect', 'talli', 'rise', 'state']",274
"['studi', 'posit', 'effort', 'merck', 'put', 'develop', 'specif', 'antivir']",275
"['good', 'morn', 'front', 'page', 'telegraph', 'read']",276
"['u', 'death', 'toll', 'hit']",277
"['death', 'much', 'higher', 'washington', 'republican', 'counti', 'analysi', 'show']",278
"['global', 'death', 'hit', 'million', 'delta', 'variant', 'sweep', 'world']",279
"['activ', 'case', 'countri', 'declin', 'union', 'health', 'ministri']",280
"['map', 'reveal', 'bristol', 'area', 'lowest', 'highest', 'vaccin', 'rate']",281
"['u', 'reach', 'death', 'delta', 'variant', 'hit', 'unvaccin', 'nation']",282
"['zuellig', 'pharma', 'distributor', 'moderna', 'deliv', 'million', 'dose', 'vaccin', 'thailand']",283
"['manag', 'kerala', 'model', 'disast', 'increas', 'recoveri', 'rate', 'achiev']",284
"['choir', 'decid', 'go', 'ahead', 'rehears', 'dozen', 'member', 'two', 'dead']",285
"['nba', 'nfl', 'mlb', 'nhl', 'ml', 'nascar', 'uefa', 'uci', 'esport', 'leadership', 'learn', 'ai', 'share']",286
"['confirm', 'case', 'philippin', 'antiguaandbarbuda', 'summerolymp', 'iran', 'nicaragua', 'sourc']",287
"['market', 'drug', 'may', 'huge', 'present', 'drop', 'case', 'ext']",288
"['trumpvirusdeathtollk', 'u', 'death', 'toll', 'hit']",289
"['first', 'bracelet', 'winner', 'event', 'relief', 'chariti', 'event']",290
"['u', 'countri', 'surpass', 'death']",291
"['agenda', 'cover', 'maximum', 'peopl', 'vaccin', 'boost', 'immun', 'dera', 'sacha', 'sauda', 'volunt']",292
"['enorm', 'effort', 'outlin', 'around', 'higher', 'agespecif', 'ifr', 'develop', 'countri', 'v', 'develop', 'countri']",293
"['antibodi', 'unvax', 'pose', 'threat', 'anyon', 'vax']",294
"['australia', 'report', 'new', 'case', 'vaccin', 'push', 'continu']",295
"['studi', 'find', 'case', 'among', 'viewer', 'fox', 'news', 'host', 'downplay', 'foxnewskil']",296
"['jab', 'job', 'vaccin', 'way']",297
"['india', 'record', 'new', 'case', 'lower', 'yesterday']",298
"['averag', 'number', 'case', 'fourth', 'week', 'row', 'ne', 'health', 'district', 'case', 'drop', 'ocone', 'clark']",299
"['japan', 'lift', 'restrict', 'first', 'time', 'month']",300
"['merck', 'announc', 'promis', 'treatment', 'wnt']",301
"['expert', 'also', 'believ', 'sar', 'cov', 'would', 'stay', 'human', 'would', 'keep', 'caus']",302
"['broadway', 'aladdin', 'goe', 'dark', 'soon', 'reopen', 'battl']",303
"['truth', 'wuhanviru', 'wuhanlableak', 'must', 'come', 'let', 'world', 'know']",304
"['ivermectin', 'killer']",305
"['mark', 'anoth', 'grim', 'mileston', 'overal', 'number', 'death', 'u', 'caus', 'top']",306
"['australia', 'report', 'new', 'case', 'vaccin', 'push', 'continu']",307
"['differ', 'test', 'take', 'travel', 'usa']",308
"['disast', 'payment', 'period', 'th', 'th', 'septemb', 'say', 'open', 'claim', 'st']",309
"['u', 'reach', 'death', 'delta', 'variant', 'hit', 'unvaccin', 'nation']",310
"['usa', 'case', 'death', 'friday', 'octob']",311
