text,index
"['go', 'chang', 'someth', 'topic', 'thought', 'peopl', 'get', 'like', 'yo']",8175
"['impact', 'migrat', 'pattern', 'seem', 'smaller', 'expect', 'check', 'new', 'articl']",8176
"['killer', 'yesterday', 'spoke', 'neighbour']",8177
"['still', 'day', 'test', 'taken', 'arriv', 'recommend', 'provid', 'gtgtgt']",8178
"['find', 'webinar', 'healthnew', 'healthwebinar', 'publichealth']",8179
"['iec', 'confid', 'special', 'protocol', 'measur', 'place', 'provid', 'adequ']",8180
"['shadow', 'rajya', 'sabha', 'averag', 'attend', 'seen']",8181
"['stat', 'show', 'convid', 'isnt', 'worth', 'worri', 'even', 'flu', 'rebrand']",8182
"['donat', 'support', 'shiba', 'inu', 'relief', 'puerto', 'rico', 'thank']",8183
"['plwhiv', 'experi', 'diminish', 'immun', 'respons', 'mrna', 'vaccin']",8184
"['jennif', 'rosebluffthoma', 'die', 'edmonton', 'hospit', 'deliv', 'preterm', 'babi', 'week']",8185
"['spend', 'pcr', 'test', 'china', 'soar', 'month', 'first', 'case', 'reveal', 'report']",8186
"['staff', 'rkmm', 'work', 'ti', 'project', 'creat', 'awar', 'hiv', 'aid', 'tb', 'vip', 'coloni', 'deomali', 'tirap']",8187
"['nsw', 'receiv', 'first', 'dose', 'vaccin', 'incorrect']",8188
"['india', 'set', 'exampl', 'front', 'world', 'leadership', 'pm', 'modi', 'fight']",8189
"['last', 'year', 'increas', 'peopl', 'die', 'home', 'death', 'compar', 'prepandem', 'covi']",8190
"['prn', 'melaka', 'soon', 'watch']",8191
"['new', 'research', 'increas', 'unrel', 'level', 'vaccin', 'acro']",8192
"['australia', 'buy', 'pill', 'merck', 'victoria', 'affair', 'break', 'record']",8193
"['india', 'ea', 'curfew', 'extend', 'manipur', 'octob', 'updat']",8194
"['new', 'case', 'new', 'death', 'poland', 'gmt', 'coronavirusupd', 'coronaviruspandem']",8195
"['bubbl', 'mean', 'certain', 'peopl', 'allow', 'home', 'good', 'bubbl', 'wer']",8196
"['health', 'offici', 'waterloo', 'region', 'record', 'new', 'case', 'monday', 'among', 'young', 'peopl']",8197
"['found', 'interest', 'articl', 'clinic', 'field', 'luckili', 'actual', 'data', 'collect']",8198
"['medibank', 'announc', 'retail', 'offic', 'employe', 'need', 'fulli', 'vaccin', 'wa']",8199
"['mboweni', 'describ', 'great', 'betray', 'loot', 'fund']",8200
"['antivaccin', 'mandat', 'protest', 'attack', 'test', 'unit', 'nyc', 'vaccinemand']",8201
"['easi', 'u', 'pas', 'flu', 'virus', 'without', 'know', 'winter', 'two', 'essenti', 'vaccin']",8202
"['hon', 'mla', 'throw', 'weight', 'behind', 'india', 'largest', 'vaccin', 'awar', 'campaign']",8203
"['overthecount', 'rapid', 'test', 'take', 'minut', 'show', 'result']",8204
"['stand', 'firm', 'lockdown', 'sceptic', 'everywher', 'overblown', 'scam', 'even', 'btc', 'boy', 'know']",8205
"['see', 'latest', 'news', 'statist', 'map', 'visual', 'u', 'around', 'gl']",8206
"['around', 'world', 'vaccin', 'candid', 'undergo', 'clinic', 'trial', 'candid', 'pr']",8207
"['landlord', 'lose', 'rental', 'incom', 'surpris', 'mani', 'feel']",8208
"['came', 'new', 'york', 'europ', 'googl', 'search']",8209
"['urgent', 'cdc', 'death', 'new', 'case', 'record', 'across', 'countri', 'libya']",8210
"['uk', 'fallen', 'death', 'among', 'vaccin', 'male', 'teen', 'death', 'rise', 'sinc']",8211
"['johnson', 'johnson', 'plan', 'ask', 'feder', 'regul', 'earli', 'week', 'author', 'booster', 'shot']",8212
"['scum', 'earth', 'even', 'gave', 'child', 'case', 'link', 'mel']",8213
"['nova', 'scotia', 'report', 'new', 'case', 'recoveri', 'weekend']",8214
"['daili', 'vaccin', 'updat', 'catalonia', 'given', 'first', 'dose', 'total', 'popul']",8215
"['u', 'flight', 'surgeon', 'demand', 'pentagon', 'ground', 'jab', 'pilot']",8216
"['webinar', 'join', 'cr', 'atmia', 'th', 'octob', 'discus', 'shape', 'atm', 'trend', 'drive', 'innov']",8217
"['scientist', 'particip', 'sponsor', 'discus', 'origin']",8218
"['new', 'data', 'edt']",8219
"['im', 'tempt', 'say', 'research', 'ill', 'give', 'hint', 'sar']",8220
"['jame', 'paget', 'treat', 'patient']",8221
"['whether', 'target', 'diseas', 'immun', 'system', 'sometim', 'need', 'littl', 'help', 'rememb']",8222
"['new', 'updat', 'guidanc', 'regularli', 'ad', 'hpsc', 'websit', 'read', 'latest', 'newli', 'ad', 'guidanc']",8223
"['long', 'till', 'get', 'vax', 'christi', 'oh', 'wait', 'let', 'guess', 'wild', 'conspir']",8224
"['enzym', 'inhibit', 'potenti', 'therapeut', 'strategi', 'treat', 'infect', 'recent', 'publish', 'bioorgan']",8225
"['icymi', 'woman', 'across', 'uae', 'delay', 'vital', 'breast', 'cancer', 'screen', 'concern', 'ph']",8226
"['happen', 'today', 'edt', 'conflict', 'climatechang', 'fuel', 'hunger', 'worldwid', 'join']",8227
"['booster', 'vaccin', 'adult', 'card', 'jab', 'protect', 'weaken']",8228
"['next', 'seminar', 'scene', 'shame', 'stigma', 'seminar', 'seri', 'ray']",8229
"['south', 'africa', 'high', 'level', 'high', 'travel', 'health', 'notic', 'travel']",8230
"['new', 'job', 'test', 'oper', 'rapid', 'test', 'site', 'salisburi', 'sdx', 'job', 'job']",8231
"['virtual', 'coffe', 'drop', 'session', 'data', 'reus', 'competit', 'oct', 'th', 'cest', 'registratio']",8232
"['new', 'job', 'test', 'supervisor', 'rapid', 'test', 'sheffield', 'sdx', 'job', 'job']",8233
"['tracker', 'tokyo', 'report', 'new', 'case', 'downtrend', 'continu', 'japan', 'time']",8234
"['south', 'africa', 'high', 'level', 'high', 'travel', 'health', 'notic', 'travel']",8235
"['clean', 'hand', 'save', 'live', 'stop', 'spread', 'infect', 'includ', 'clean', 'hand', 'regularli']",8236
"['cant', 'wait', 'vaccin', 'prefer', 'brand', 'hasnt', 'approv', 'yet']",8237
"['astrazeneca', 'seek', 'u', 'authoris', 'drug', 'prevent']",8238
"['surg', 'baguio', 'citi', 'driven', 'delta', 'variant', 'magalong']",8239
"['man', 'fuck']",8240
"['case', 'sri', 'lanka', 'current', 'activ', 'case', 'today', 'death', 'case']",8241
"['ill', 'im', 'sure', 'still', 'protect']",8242
"['respond', 'bring', 'opportun', 'rethink', 'exist', 'polici', 'intervent', 'fr']",8243
"['parent', 'concern', 'ingredi', 'vaccin', 'author', 'use', 'unit', 'state']",8244
"['crucial', 'info', 'work', 'tax', 'credit', 'claimant', 'ahead', 'novemb', 'deadlin', 'benefit']",8245
"['icsc', 'recogn', 'awarde', 'shine', 'recoveri', 'fund', 'icsc', 'institut', 'climat', 'sustain', 'ci']",8246
"['town', 'pas', 'vaccin', 'polici']",8247
"['child', 'feel', 'depress', 'made', 'wors', 'alex', 'patrick']",8248
"['helen', 'cockeril', 'research', 'nurs', 'principl', 'investig', 'vital', 'studi', 'helen']",8249
"['daili', 'report', 'octob']",8250
"['jame', 'paget', 'treat', 'patient']",8251
"['magnet', 'new', 'zealand', 'vaccin', 'evid', 'graphen', 'oxid', 'contamin', 'vial']",8252
"['icymi', 'view', 'blast', 'lebron', 'jame', 'refus', 'advoc', 'vaccin', 'deepli', 'disappoint']",8253
"['concern', 'find', 'impact', 'depress', 'symptom', 'older', 'peopl', 'particularli', 'tho']",8254
"['case', 'updat', 'octob', 'india', 'record', 'case', 'last', 'hr', 'lowest', 'day']",8255
"['curfew', 'kind', 'improv', 'secur', 'situat']",8256
"['vaccin', 'free', 'choic', 'econom', 'pressur', 'court', 'told']",8257
"['know', 'touch', 'live', 'everi', 'child', 'famili', 'reveal', 'great', 'differ', 'famili', 'liv']",8258
"['common', 'sen', 'healthi', 'fan', 'life']",8259
"['howard', 'counti', 'report', 'see', 'declin', 'case', 'hospit', 'util', 'metric', 'hocomd']",8260
"['antivaccin', 'protest', 'knock', 'mobil', 'test', 'site', 'new', 'york', 'monday', 'morn']",8261
"['mani', 'rumpelstiltskin', 'claim', 'final', 'woke', 'bloodi', 'lazi', 'shit', 'rumpelstiltskinswok']",8262
"['talk', 'constitutionalist', 'add', 'rigour', 'understand', 'effect', 'rule', 'law', 'find']",8263
"['plea', 'share', 'sindh', 'notif', 'sindh', 'sept']",8264
"['western', 'australia', 'mandat', 'vaccin', 'miner', 'natur', 'ga', 'worker']",8265
"['septemb', 'goe', 'book', 'produc', 'area', 'case', 'year', 'seven', 'southwest', 'virginia']",8266
"['idea', 'get', 'vaccin', 'fight', 'still', 'wear', 'maskreal', 'sit', 'well']",8267
"['samoan', 'rugbi', 'union', 'withdrawn', 'team', 'three', 'novemb', 'test', 'europ', 'travel', 'prob']",8268
"['spain', 'incid', 'rate', 'fall', 'case', 'per', 'among', 'age', 'group']",8269
"['sinc', 'start', 'american', 'die', 'death', 'worldwid']",8270
"['latest', 'kidnap', 'sloten', 'insecur', 'bulletpruf', 'daili', 'thank']",8271
"['evali', 'cover', 'lab', 'leak', 'fort', 'detrick', 'mysteri', 'respiratori', 'viruslat', 'known']",8272
"['tourist', 'delhi', 'test', 'livenewsindia']",8273
"['denmark', 'hospit', 'icu', 'nearli', 'hospit', 'patient', 'unvaccin', 'incompletel']",8274
"['boy', 'arent', 'go', 'shock', 'martyr', 'someth', 'look']",8275
"['ceo', 'vaccin', 'maker', 'say', 'differ', 'vaccin', 'may', 'need', 'next', 'year', 'download']",8276
"['southwest', 'airlin', 'requir', 'employe', 'vaccin', 'nbc', 'dallasfort', 'worth']",8277
"['came', 'new', 'york', 'europ', 'googl', 'search']",8278
"['so', 'student', 'year', 'old', 'forc', 'inject', 'sinovac', 'pfizer', 'pfizer', 'student']",8279
"['singapor', 'court', 'jail', 'indianorigin', 'woman', 'break', 'law']",8280
"['state', 'health', 'minist', 'demand', 'crisi', 'fund', 'hospit', 'ahead', 'ea', 'restrict']",8281
"['israel', 'requir', 'booster', 'shot', 'stricter', 'green', 'pas', 'israel', 'sunday', 'pile', 'pressur', 'vaccin']",8282
"['boostershot', 'getvaccin', 'global', 'minimum', 'estim', 'child', 'affect', 'covidassoci', 'orphanhood']",8283
"['aye', 'much', 'much', 'wors', 'eu', 'fair']",8284
"['new', 'zealand', 'drop', 'elimin', 'strategi', 'delta', 'variant', 'persist', 'pacif', 'nation', 'among']",8285
"['canada', 'forecast', 'tidi', 'time', 'seri', 'fabl', 'ensembl', 'forecast', 'snaiv']",8286
"['communitytest', 'villag', 'squar', 'pm', 'pick', 'later', 'flow', 'kit', 'pm']",8287
"['receiv', 'vaccin', 'made', 'sick', 'someon', 'come', 'bed', 'get', 'better']",8288
"['vaccin', 'psa', 'safeti', 'codi', 'second']",8289
"['help', 'reduc', 'spread', 'dane', 'counti', 'indoor', 'mask', 'mandat', 'extend', 'nov']",8290
"['updat', 'octob', 'wa', 'health']",8291
"['vaccin', 'second', 'dose', 'provid', 'optim', 'protect', 'individu', 'infect', 'dose', 'studi', 'suggest']",8292
"['check', 'lebanon', 'daili', 'brief', 'latest', 'updat']",8293
"['russia', 'hit', 'record', 'number', 'daili', 'death', 'russia', 'sunday', 'report', 'record', 'daili', 'death', 'toll']",8294
"['news', 'flash', 'case', 'your', 'alreadi', 'awar', 'remain', 'mysteri', 'despit', 'year', 'rese']",8295
"['stat', 'colleg', 'univers', 'student', 'test', 'protocol', 'mode', 'instruct', 'uni']",8296
"['india', 'psycholog', 'distress', 'lesson', 'india', 'scholarli', 'articl', 'plo', 'august']",8297
"['came', 'new', 'york', 'europ', 'googl', 'search']",8298
"['urgent', 'cdc', 'death', 'new', 'case', 'record', 'across', 'countri', 'libya']",8299
"['case', 'studi', 'pilot', 'implement', 'nigeria', 'zambia', 'sbi', 'data', 'collect', 'tool', 'news', 'english', 'wor']",8300
"['vaccin', 'vaccin', 'truli', 'gene', 'therapi', 'made']",8301
"['adb', 'data', 'show', 'extent', 'trade', 'disrupt', 'develop', 'asia']",8302
"['global', 'vaccin', 'rollout', 'estim', 'vaccin', 'dose', 'deploy', 'rollout', 'see']",8303
"['samoan', 'rugbi', 'union', 'withdrawn', 'team', 'three', 'novemb', 'test', 'europ', 'travel', 'prob']",8304
"['er', 'doctor', 'travel', 'u', 'crisi', 'say', 'maskwear', 'get', 'vaccin', 'patriot', 'usa', 'today']",8305
"['doubl', 'vaccin', 'emmi', 'winner', 'die', 'two', 'week', 'attend', 'award', 'ceremoni', 'unmask', 'celebr']",8306
"['top', 'lock', 'place', 'world']",8307
"['canada', 'forecast', 'tidi', 'time', 'seri', 'fabl', 'ensembl', 'forecast', 'et']",8308
"['iran', 'news', 'brief', 'octob', 'iran', 'fatal', 'surpass', 'khamenei', 'grow', 'fear', 'prote']",8309
"['boost', 'immun', 'autumn', 'winter', 'protect', 'other', 'flu', 'make', 'sure']",8310
"['daili', 'energi', 'market', 'forum', 'new', 'silk', 'road', 'live', 'oilpric', 'oott', 'opec', 'u', 'iran', 'china']",8311
"['vaccin', 'vaccin', 'truli', 'gene', 'therapi', 'made']",8312
"['truth', 'three', 'month', 'later', 'detect', 'antibodi', 'doesnt', 'mean', 'part', 'immun']",8313
"['cloud', 'chang', 'fight', 'research', 'tap', 'hpc', 'scientif', 'ing']",8314
"['candid', 'convers', 'author', 'elain', 'dewar', 'latest', 'book', 'track', 'hidden', 'money', 'pandemi']",8315
"['stream', 'foxholegam', 'major', 'updat', 'lieutenantrank', 'survivor', 'sept']",8316
"['vaccin', 'vaccin']",8317
"['plea', 'share', 'sindh', 'new', 'notif', 'issu', 'sept']",8318
"['highlight', 'extent', 'natur', 'world', 'fundament', 'societi', 'un']",8319
"['question', 'dr', 'tune', 'askwho']",8320
"['uk', 'late', 'wait', 'march', 'start', 'kill', 'peopl']",8321
"['vaccin', 'safe', 'use', 'adult', 'breastfeed', 'mother', 'per', 'current', 'guidelin', 'also']",8322
"['think', 'old', 'vaccin', 'therapi', 'call', 'vaccin', 'differ', 'beast', 'togeth']",8323
"['zimbabw', 'record', 'zero', 'death']",8324
"['liguori', 'first', 'accid', 'novemb', 'fauci', 'knew']",8325
"['shirdi', 'saibaba', 'templ', 'reopen', 'th', 'octob', 'manag', 'follow', 'protocol', 'shirdi']",8326
"['championship', 'return', 'shorter', 'live', 'show', 'pretap', 'card', 'case', 'spike', 'singapor']",8327
"['diseas', 'epidemiolog', 'michaelnovakhov', 'site', 'googl', 'alert', 'came', 'new', 'york', 'europ']",8328
"['vaccin', 'vaccin', 'truli', 'gene', 'therapi', 'made']",8329
"['sanofi', 'focu', 'develop', 'effort', 'recombin', 'vaccin', 'candid']",8330
"['still', 'dont', 'know', 'anyon', 'that', 'dont', 'know', 'diagnos', 'ther']",8331
"['current', 'around', 'countri', 'popul', 'fulli', 'vaccin', 'rate', 'myan']",8332
"['look', 'back', 'highlight', 'pharma', 'throughout', 'septemb', 'cover', 'latest', 'develop', 'mo']",8333
['sciencecovid'],8334
"['bos', 'norway', 'make', 'take', 'test']",8335
"['today', 'taiwan', 'beat', 'delta']",8336
"['digitizeug', 'nitau', 'develop', 'digit', 'relief', 'fund', 'mgt', 'system', 'system', 'use']",8337
"['vaccin', 'effect', 'sever', 'group', 'still', 'risk']",8338
"['ignor', 'cowardic', 'daili', 'mail', 'creat', 'chine', 'scientist']",8339
"['prevent', 'inject', 'nice']",8340
"['im', 'blogger', 'china', 'lie', 'begin', 'china', 'destroy']",8341
"['merck', 'molnupiravir', 'glenmark', 'nasal', 'spray', 'new', 'drug', 'pipelin']",8342
"['plea', 'share', 'sindh', 'new', 'notif', 'issu', 'sept']",8343
"['mobil', 'rapid', 'test', 'servic', 'amersham', 'market', 'today', 'offer', 'free', 'rapid', 'test', 'result']",8344
"['latest', 'belt', 'road', 'initi', 'daili', 'afp']",8345
"['peopl', 'date', 'normal', 'despit', 'ongo']",8346
"['encourag', 'custom', 'help', 'u', 'limit', 'potenti', 'impact', 'use', 'use', 'altern']",8347
"['year', 'worldteachersday', 'recognis', 'teacher', 'tireless', 'effort', 'even', 'ce']",8348
"['random', 'meter', 'reader', 'turn', 'doesnt', 'seem', 'realis', 'covid', 'still', 'happen']",8349
"['mysteri', 'dont', 'want', 'jab', 'call', 'safe', 'vaccin']",8350
"['hain', 'isnt', 'suprem', 'court', 'almost', 'full', 'time', 'job', 'action', 'farm', 'law', 'etc']",8351
"['antibodi', 'detect', 'kit', 'market', 'share', 'growth', 'rate', 'cagr', 'histor', 'data', 'forecast', 'cellex', 'abbot']",8352
"['call', 'integr', 'mentalhealth', 'mhpss', 'uhc', 'respons', 'read']",8353
"['windsor', 'polic', 'investig', 'murder', 'rapid', 'test', 'come', 'school', 'hot', 'spot', 'stori']",8354
"['vaccin', 'passport', 'happi', 'end', 'horribl', 'stori']",8355
"['epidemiolog', 'risk', 'ass', 'countri', 'concern', 'date']",8356
"['realli', 'expo', 'govern', 'none', 'measur', 'make', 'sen', 'total', 'unequip']",8357
"['harar', 'huge', 'popul', 'inform', 'activ', 'carri', 'daili', 'make', 'easi', 'spread', 'therefor']",8358
"['ema', 'human', 'medicin', 'committe', 'back', 'broader', 'use', 'comirnati', 'booster', 'th']",8359
"['unfortun', 'test', 'posit', 'yesterday', 'despit', 'fulli', 'vaccin', 'isol', 'qu']",8360
"['histori', 'like', 'puzzl']",8361
"['three', 'vatican', 'swiss', 'guard', 'resign', 'vaccin', 'request', 'report', 'metro', 'u']",8362
"['victoria', 'updat', 'record', 'high', 'new', 'case', 'latrob', 'valley', 'lockdown', 'end', 'guardian', 'australia']",8363
"['within', 'week', 'public', 'offer', 'product', 'yearold', 'age', 'group', 'found', 'time']",8364
"['rise', 'case', 'pregnant', 'woman', 'prompt', 'doctor', 'recommend', 'vaccin']",8365
"['understand', 'rugbi', 'school', 'wear', 'mask', 'rip', 'school', 'assum']",8366
"['hospit', 'screen', 'patient', 'temporari', 'area', 'seek', 'help']",8367
"['unfortun', 'lisa', 'affect', 'thu', 'restrict', 'u', 'okay', 'free', 'justic']",8368
"['enjoy', 'cso', 'confer', 'great', 'hear', 'support', 'respons', 'emerg', 'inn']",8369
"['someth', 'huge', 'occur', 'yesterday', 'obviou', 'havent', 'heard', 'anyon', 'say', 'weve', 'completel']",8370
"['antibodi', 'treatment', 'use', 'treat', 'donald', 'trump', 'last', 'octob', 'set', 'becom', 'vital', 'part', 'uk']",8371
"['factboxlatest', 'worldwid', 'spread', 'health']",8372
"['pfizer', 'vaccin', 'highli', 'effect', 'hospitalis', 'month', 'lancet', 'studi']",8373
"['hello', 'director', 'declar', 'around', 'middl', 'march']",8374
"['plea', 'share', 'sindh', 'new', 'notif', 'issu', 'sept']",8375
"['pfizer', 'vaccin', 'effect', 'hospit', 'variant']",8376
"['singapor', 'court', 'jail', 'indianorigin', 'woman', 'break', 'law']",8377
"['stupid', 'alreadi']",8378
"['low', 'vaccin', 'request', 'report']",8379
"['kickstart', 'creator', 'cope', 'kickstart', 'crypto', 'crypto', 'news']",8380
"['iron', 'friend', 'idea', 'shed', 'found', 'antibodi', 'donat', 'blood', 'stil']",8381
"['mla', 'throw', 'weight', 'behind', 'india', 'largest', 'vaccin', 'awar', 'campaign']",8382
"['district', 'governor', 'coronavirusfre', 'turkmenistan', 'die', 'famili', 'say']",8383
"['zimbabw', 'vaccin', 'rate', 'tumbl']",8384
"['doctor', 'grow', 'frustrat', 'denial', 'misinform']",8385
"['analysi', 'data', 'million', 'peopl', 'find', 'link', 'mrna', 'vaccin', 'seriou', 'health', 'outcom']",8386
"['live', 'updat', 'pfizer', 'vaccin', 'effect', 'hospit', 'death', 'six', 'month', 'later', 'studi', 'say']",8387
"['vaccin', 'vaccin', 'truli', 'gene', 'therapi', 'made', 'specifica']",8388
"['septemb', 'adolesc', 'vaccin', 'centr', 'open', 'door', 'intern', 'school']",8389
"['gulf', 'kanawut', 'featur', 'ch', 'three', 'color', 'news', 'today', 'gulf', 'kanawut', 'fan', 'send', 'encourag']",8390
"['make', 'space', 'safe', 'essenti', 'curb', 'spread', 'friday', 'pm', 'independ', 'sage']",8391
"['decreas', 'patient', 'undergo', 'treatment', 'vacat']",8392
"['american', 'death', 'deadlier', 'spanish', 'flu']",8393
"['act', 'cant', 'give', 'jab', 'contrari', 'popular']",8394
"['astrazeneca', 'file', 'emerg', 'use', 'azd', 'u', 'prophylaxi', 'fdaapprov', 'fda', 'stock', 'news']",8395
"['data', 'yet', 'submit', 'fda', 'administr', 'comirnati', 'covidvaccin', 'mrna']",8396
"['mohdeliv', 'accredit', 'laboratori', 'carri', 'test', 'uganda', 'covidtest', 'staysafeug']",8397
"['daili', 'mail', 'blast', 'uk', 'govern', 'heavili', 'redact', 'email', 'relat', 'origin']",8398
"['vaccin', 'vaccin', 'truli', 'gene', 'therapi', 'made', 'speci']",8399
"['count', 'lost', 'live', 'vaccin', 'read']",8400
"['support', 'vaccin', 'vaccinepassport', 'covidau', 'vaccin', 'novaccinepassport']",8401
"['seem', 'chine', 'make', 'larg', 'purchas', 'test', 'kit', 'earli', 'may', 'seem', 'like']",8402
"['updat', 'need', 'proof', 'vaccin', 'neg', 'test', 'enter', 'portland', 'own', 'build']",8403
"['increas', 'unrel', 'level', 'vaccin', 'across', 'countri', 'cou']",8404
"['preliminari', 'research', 'find', 'even', 'mild', 'case', 'leav', 'mark', 'brain']",8405
"['arent', 'progress', 'congress', 'member', 'speak', 'seem', 'like', 'mani', 'gone', 'quiet', 'anyth']",8406
"['selangor', 'journal', 'tourism', 'bubl', 'employ', 'must', 'conduct', 'screen', 'worker', 'mata']",8407
"['year', 'worldteachersday', 'recognis', 'teacher', 'tireless', 'effort', 'even', 'ce']",8408
"['vaccin', 'vaccin', 'truli', 'gene', 'therapi', 'made', 'speci']",8409
"['vaccin', 'vaccin', 'truli', 'gene']",8410
"['intern', 'webinar', 'v', 'mental', 'health', 'burnout', 'lit', 'come', 'join', 'u']",8411
"['decreas', 'patient', 'undergo', 'treatment', 'vacat']",8412
"['aww', 'sorri', 'miss', 'event', 'mention', 'plan', 'regard', 'longhaul', 'candid']",8413
"['tpain', 'say', 'grandma', 'hospit', 'contract', 'nurs', 'smartnew']",8414
"['doctor', 'grow', 'frustrat', 'denial', 'misinform']",8415
"['year', 'worldteachersday', 'recognis', 'teacher', 'tireless', 'effort', 'even', 'ce']",8416
"['new', 'zealand', 'absent', 'dramat', 'chang', 'vaccin', 'rate', 'risk', 'becom', 'diseas', 'brown', 'peop']",8417
"['thai', 'red', 'cross', 'deliv', 'vaccin', 'thailand', 'vulner', 'migrant', 'worker']",8418
"['ohio', 'monday', 'updat', 'new', 'case', 'report']",8419
"['today', 'worldteachersday', 'focus', 'teacher', 'heart', 'educ', 'recoveri', 'post', 'latest']",8420
"['apr', 'new', 'studi', 'show', 'nearli', 'patient', 'ventil', 'dont', 'make']",8421
"['spread', 'droplet', 'transmiss', 'pull', 'tshirt', 'nose', 'wet', 'sneez', 'isnt', 'go', 'anywher']",8422
"['astrazeneca', 'seek', 'u', 'emerg', 'approv', 'antibodi', 'combin']",8423
"['went', 'thru', 'januari', 'dealt', 'issu', 'previou', 'work', 'site', 'almost', 'gave', 'love']",8424
"['peopl', 'die']",8425
"['medwatch', 'daili', 'digest', 'hope', 'treatment', 'work']",8426
"['antibodi', 'persist', 'year', 'infect', 'studi', 'find']",8427
"['man', 'charg', 'steal', 'hand', 'sanit', 'amdist', 'shortag', 'link']",8428
"['u', 'case', 'drop', 'first', 'time', 'month']",8429
"['pope', 'swiss', 'guard', 'resign', 'mandatori', 'vaccin', 'three', 'swiss', 'guard', 'resign', 'thr']",8430
"['rememb', 'still', 'get', 'infect', 'infect', 'other', 'even', 'fulli', 'vaccin']",8431
"['prompt', 'univers', 'awaken', 'power', 'build', 'make', 'u', 'sick', 'keep', 'u', 'well']",8432
"['china', 'u', 'chinaw', 'dont', 'worri', 'get', 'go']",8433
"['gain', 'insight', 'evolut', 'vaccin', 'packag', 'claudia', 'lee', 'week', 'pda', 'univers']",8434
"['vaccin', 'vaccin', 'truli', 'gene', 'therapi', 'made', 'sp']",8435
"['pfizer', 'vaccin', 'protect', 'wane', 'within', 'six', 'month', 'studi', 'pfizer', 'healthcar']",8436
"['nio', 'student', 'want', 'justic', 'rdwave']",8437
"['nowher', 'near', 'end', 'warn', 'envoy', 'australian', 'financi', 'review', 'make', 'prog']",8438
"['young', 'mother', 'mandat', 'die', 'vaccin', 'newsbreak']",8439
"['nna', 'ministri', 'public', 'health', 'new', 'infect', 'death', 'nnalebanon', 'record', 'new', 'coronav']",8440
"['unforeseen', 'circumst', 'mobil', 'test', 'unit', 'war', 'memori', 'hall', 'bishopbrigg', 'open']",8441
"['dan', 'curfew', 'ead', 'supermarket', 'close', 'pm', 'wtf', 'covidvictoria']",8442
"['cv', 'store', 'washington', 'close']",8443
"['new', 'zealand', 'requir', 'vaccin', 'foreign', 'travel', 'novemb']",8444
"['vaccin', 'vaccin', 'truli', 'gene', 'therapi', 'made', 'spec']",8445
"['wear', 'facemask', 'becom', 'new', 'normal', 'protect', 'wear', 'facemask', 'properli', 'whenev']",8446
"['idiot', 'even', 'gave', 'babi', 'sick', 'atm', 'case']",8447
"['increas', 'unrel', 'level', 'vaccin', 'across', 'countri']",8448
"['pfizer', 'vaccin', 'highli', 'effect', 'hospitalis', 'month', 'lancet', 'studi']",8449
"['sask', 'pregnant', 'woman', 'die', 'edmonton', 'emerg', 'csection']",8450
"['canadian', 'slowli', 'break', 'bad', 'habit', 'develop', 'lockdown', 'poll', 'suggest']",8451
"['case', 'link', 'cfmeu', 'build', 'follow', 'melbourn', 'antivaccin', 'protest']",8452
"['use', 'data', 'address', 'impact', 'read', 'employ', 'data', 'analysi', 'data', 'model']",8453
"['death', 'overreport', 'death', 'cdc', 'vaccin', 'huge', 'differ']",8454
"['six', 'ten', 'flemish', 'sme', 'favour', 'make', 'vaccin', 'mandatori', 'em']",8455
"['million', 'peopl', 'infect', 'million', 'dead', 'million', 'lose', 'job', 'chinaliedpeopledi', 'chineseoriginviru']",8456
"['fact', 'chine', 'communist', 'regim', 'creat', 'new', 'experi']",8457
"['idiot', 'even', 'gave', 'babi', 'sick', 'atm', 'case', 'li']",8458
"['drgikonyo', 'manhood', 'strong', 'even', 'take', 'jab', 'matiangi', 'right', 'batteri', 'haizimi']",8459
"['smt', 'visit', 'vaccin', 'centr', 'bhathagaon', 'raipur', 'interact', 'health', 'worker']",8460
"['japan', 'dip', 'case', 'baffl', 'expert', 'winter', 'nightmar', 'remain', 'risk']",8461
"['homework', 'forgot', 'home', 'lie', 'save', 'mani', 'soul', 'vaccin']",8462
"['vaccin', 'vaccin', 'truli', 'gene']",8463
"['fauci', 'need', 'talk', 'illeg', 'immigr', 'refuge', 'come', 'countri', 'delta']",8464
"['look', 'uk', 'despit', 'rate', 'vaccin', 'increas', 'everi', 'day', 'relat', 'death']",8465
"['effect', 'diplomat', 'relat', 'extent', 'pandemicrel', 'restrict', 'diploma']",8466
"['cdc', 'pull', 'updat', 'guidanc', 'holiday', 'day', 'post', 'wcvb', 'boston']",8467
"['vaccin', 'vaccin', 'truli', 'gen']",8468
"['new', 'rule', 'busi', 'travel', 'etiquett', 'age', 'content']",8469
"['vaccin', 'vaccin', 'truli', 'gene', 'therapi', 'made', 'specifi']",8470
"['literatur', 'awak', 'prone']",8471
"['high', 'school', 'class', 'shut', 'mysteri', 'earli', 'novemb']",8472
"['deciu', 'valmorbida', 'travel', 'unit', 'presid', 'amadeu', 'ass', 'impact', 'highlight']",8473
"['worth', 'note', 'jurisdict', 'success', 'manag', 'school', 'done', 'widespread', 'testin']",8474
"['voor', 'elma', 'scientist', 'analyz', 'unknown', 'compon', 'vaccin']",8475
"['cdc', 'pull', 'updat', 'guidanc', 'holiday', 'day', 'post', 'wcvb', 'boston']",8476
