"","V1","ave_sentiment"
"1","['india', 'record', 'new', 'case', 'past', 'hour', 'lowest', 'daili', 'count', 'day', 'indiacovid']",0.0129099444873581
"2","['tri', 'understand', 'usa', 'got', 'hit', 'hard', 'se', 'asia', 'stabl', 'compar', 'tha']",0.111803398874989
"3","['case', 'among', 'child', 'rise', 'significantli', 'faster', 'adult', 'yeah', 'wel']",0.278854800926934
"4","['receiv', 'vaccin', 'u', 'citizen', 'older', 'receiv', 'municip', 'inoc']",0.282842712474619
"5","['hr', 'overtim', 'last', 'good', 'swap', 'ppe', 'lycra', 'replac', 'chatter', 'air']",0.104257207028537
"6","['ive', 'tweet', 'month', 'let', 'denier', 'denier', 'plea', 'take', 'care', 'pfizerbiontech', 'vac']",0.363803437554499
"7","['big', 'pharma', 'make', 'billion', 'said', 'suppos', 'profit']",0.058925565098879
"8","['yotpo', 'develop', 'partner', 'portal', 'demand', 'bb', 'ecommerc', 'servic', 'product', 'surg']",0.0707106781186548
"9","['moh', 'launch', 'ambitiuo', 'vaccin', 'campaign', 'target', 'administ', 'million', 'approv', 'vaccin']",0.33407655239053
"10","['effect', 'mrna', 'bntb', 'vaccin', 'month', 'larg', 'integr', 'health', 'system', 'usa']",0.268328157299975
"11","['realnet', 'provid', 'u', 'abil', 'send', 'money', 'quickli', 'cost', 'effect', 'aid', 'relief', 'effort']",0.804984471899924
"12","['msc', 'announc', 'safeti', 'protocol', 'dubai', 'season']",0.282842712474619
"13","['pakistan', 'statist', 'oct', 'total', 'test', 'last', 'hour', 'posit', 'case', 'posit']",0.21650635094611
"14","['individu', 'anxiou', 'fear', 'rise', 'daili', 'number', 'lawrenc', 'wong']",0.451848057057532
"15","['pakistan', 'record', 'new', 'case']",0.357770876399966
"16","['india', 'report', 'new', 'case', 'last', 'hour', 'lowest', 'day', 'activ', 'caseload', 'stand']",0.075
"17","['pakistan', 'statist', 'oct', 'total', 'test', 'last', 'hour', 'posit', 'case', 'posit']",0.21650635094611
"18","['there', 'still', 'long', 'way', 'go', 'impact', 'settl', 'see', 'new', 'world', 'look', 'like']",0.271068738274197
"19","['new', 'infect', 'report', 'india', 'last', 'hour', 'kerala', 'report', 'new', 'case', 'death']",0.14142135623731
"20","['doh', 'eye', 'access', 'merck', 'pill', 'proven', 'benefici']",0.237170824512628
"21","['new', 'case', 'new', 'death', 'belgium', 'gmt', 'coronavirusupd', 'coronaviruspandem']",0.461880215351701
"22","['although', 'affect', 'oper', 'local', 'financi', 'firm', 'realx', 'temporari']",0.424264068711929
"23","['look', 'happi', 'vaccin', 'jodi', 'age', 'group', 'get', 'hit', 'hard']",0.0559016994374947
"24","['presid', 'joko', 'widodo', 'success', 'manag', 'outsid', 'great', 'role', 'tni']",0.0625
"25","['start', 'trend', 'pakistan', 'happyteachersday', 'faiz', 'hame', 'physic', 'dill']",0.120604537831105
"26","['victorian', 'school', 'begin', 'stagger', 'return', 'inclass', 'learn', 'news', 'australia']",0.0603022689155527
"27","['case', 'updat', 'current', 'activ', 'case', 'new', 'zealand', 'border', 'comm']",0.247487373415292
"28","['day', 'u', 'death', 'counti', 'va', 'visual', 'give', 'insight', 'thank', 'ou']",0.1455213750218
"29","['million', 'peopl', 'america', 'recov', 'natur', 'recov', 'immun', 'system', 'bea']",0.1
"30","['let', 'come', 'covidphobia', 'live', 'healthi', 'lifestyl', 'keep', 'natur', 'immun', 'good', 'coronav']",0.137649440322337
"31","['australia', 'access', 'addit', 'treatment', 'follow', 'morrison', 'govt', 'deal', 'purchas']",0.125
"32","['isnt', 'end', 'anytim', 'soon']",0.377964473009227
"33","['citi', 'fontana', 'updat', 'weed', 'abat', 'inspect', 'updat', 'employ', 'opportun']",0.429892652074553
"34","['near', 'updat', 'latest', 'info', 'oct', 'pm', 'new', 'locat', 'subway', 'cessnock', 'sport']",0.206559111797729
"35","['two', 'men', 'march', 'protest', 'new', 'york', 'state', 'vaccin', 'mandat', 'flip', 'test', 'site', 'tent']",0.0670820393249937
"36","['latest', 'link', 'local', 'dupag', 'daili', 'thank', 'smartnew']",0.180906806746658
"37","['plan', 'includ', 'misus', 'million', 'feder', 'relief', 'money', 'would', 'simpli', 'build', 'bigger']",0.164991582276861
"38","['bc', 'northern', 'health', 'author', 'launch', 'onlin', 'book', 'system', 'test', 'case', 'count', 'reg']",0.172061800402921
"39","['case', 'detect', 'monday', 'kerala', 'report', 'case', 'activ', 'case', 'come', 'lak']",0.0668153104781061
"40","['suprem', 'court', 'approv', 'r', 'compens', 'victim']",0.265165042944955
"41","['doubl', 'vaccin', 'emmi', 'winner', 'die', 'two', 'week', 'attend', 'award', 'ceremoni', 'unmask', 'celebr']",0.325
"42","['doubl', 'vaccin', 'emmi', 'winner', 'die', 'two', 'week', 'attend', 'award', 'ceremoni', 'unmask', 'celebr']",0.325
"43","['report', 'th', 'octob', 'new', 'posit', 'case', 'year', 'quarantin', 'local', 'contact']",0.4002082791081
"44","['work', 'safe', 'bc', 'british', 'columbia', 'establish', 'vaccin', 'requir', 'worker', 'emp']",0.329983164553722
"45","['read', 'new', 'ope', 'irrevers', 'mani', 'effect', 'perman', 'evid', 'show', 'may', 'caus', 'extr']",0.0117851130197758
"46","['must', 'elimin', 'becom', 'endem', 'america', 'surviv']",0.418578945162479
"47","['fundrais', 'ben', 'prueter', 'byron', 'rick', 'support', 'fund']",0.166666666666667
"48","['global', 'caseload', 'top', 'mn', 'covidpandem']",0.529150262212918
"49","['odisha', 'report', 'new', 'case', 'last', 'hour', 'year', 'new', 'recoveri', 'cumulat']",0.413118223595458
"50","['commun', 'partner', 'vaccin', 'readi']",0.361478445646026
"51","['new', 'mexico', 'depart', 'health', 'report', 'new', 'case', 'relat']",0.427617987059879
"52","['india', 'report', 'new', 'case', 'lowest', 'day']",0.0176776695296637
"53","['former', 'fda', 'commission', 'say', 'vaccin', 'includ', 'childhood', 'immun', 'schedul', 'inevit', 'th']",0.154919333848297
"54","['back', 'black', 'u', 'suprem', 'court', 'return', 'telework']",0.0790569415042095
"55","['new', 'zealand', 'said', 'start', 'use', 'vaccin', 'certif', 'proof', 'inocul', 'larg', 'event']",0.183532587096449
"56","['doubl', 'vaccin', 'emmi', 'winner', 'die', 'two', 'week', 'attend', 'award', 'ceremoni', 'unmask', 'celebr']",0.325
"57","['vaccin', 'two', 'dose', 'pfizer', 'shot', 'stay', 'highli', 'effect', 'sever', 'includ', 'delta']",0.708204025106092
"58","['teacher', 'bua', 'go', 'way', 'ensur', 'student', 'left', 'behind']",0.0106600358177805
"59","['day', 'u', 'death', 'counti', 'va', 'visual', 'give', 'insight', 'thank', 'ou']",0.1455213750218
"60","['vaccinemand', 'get', 'vaccin', 'mean', 'contract', 'get', 'infect', 'u']",0.286769667338202
"61","['nigeria', 'record', 'new', 'case']",0.357770876399966
"62","['rehabilit', 'amazon', 'amazonwarehous', 'repost', 'dec', 'repost']",0.377964473009227
"63","['karur', 'school', 'sponsor', 'higher', 'edu', 'kid', 'parent', 'take', 'jab', 'lucki', 'draw', 'select', 'parent']",0.172061800402921
"64","['politician', 'make', 'mandat', 'wo', 'scientif', 'evid', 'ar']",0.126491106406735
"65","['first', 'circuit', 'dismiss', 'white', 'man', 'suit', 'alleg', 'new', 'hampshir', 'vaccin', 'distribut', 'plan', 'discrimi']",0.3
"66","['bulacan', 'recoveri', 'rise', 'activ', 'case']",0.166666666666667
"67","['india', 'report', 'new', 'case', 'lowest', 'day']",0.0176776695296637
