"","V1","ave_sentiment"
"1","['companynew', 'air', 'new', 'zealand', 'requir', 'vaccin', 'intern', 'travel']",0.241209075662211
"2","['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",0.125
"3","['india', 'record', 'new', 'case', 'lower', 'yesterday', 'coronavirusupd', 'health']",0.241209075662211
"4","['plea', 'also', 'pray', 'revis', 'version', 'oratio', 'imperata']",0.317542648054294
"5","['northern', 'cape', 'statist', 'octob', 'depart', 'health', 'announc', 'addit', 'peopl']",0.0645497224367903
"6","['northeast', 'nsw', 'activ', 'delta', 'variant', 'case', 'expect', 'week', 'thank', 'heap', 'glad']",0.53912697459582
"7","['india', 'sunday', 'report', 'new', 'case', 'recoveri', 'death', 'last', 'hour']",0.21380899352994
"8","['hard', 'understand', 'peopl', 'okay', 'take', 'monoclon', 'antibodi', 'wont', 'take', 'vaccin']",0.176776695296637
"9","['unitefightcorona', 'largestvaccinedr', 'india', 'cumul', 'vaccin', 'coverag', 'cross', 'landmark']",0.0753778361444409
"10","['combat', 'shouldnt', 'neglect', 'adher', 'hivaid', 'prevent', 'method', 'regist', 'particip']",0.133630620956212
"11","['india', 'report', 'new', 'case', 'death', 'last', 'hour']",0.25298221281347
"12","['sad', 'dont', 'see', 'point', 'fact', 'prove', 'exist', 'like', 'result', 'gold']",0.642719406346282
"13","['latest', 'link', 'local', 'dupag', 'daili', 'thank', 'smartnew']",0.180906806746658
"14","['last', 'updat', 'octob', 'gmt', 'unit', 'state', 'case', 'death', 'recov']",0.158113883008419
"15","['air', 'new', 'zealand', 'requir', 'vaccin', 'intern', 'travel']",0.25298221281347
"16","['india', 'report', 'new', 'case', 'recoveri', 'death', 'last', 'hour', 'activ', 'case']",0.291217603018245
"17","['today', 'two', 'new', 'death', 'relat', 'complic', 'report', 'occur', 'last', 'hour']",0.194028500029066
"18","['global', 'death', 'hit', 'million', 'delta', 'variant', 'sweep', 'world', 'world', 'news', 'manorama', 'english', 'onmanorama']",0.0375
"19","['vietnam', 'total', 'confirm', 'case', 'surpass', 'new', 'infect', 'brought', 'countri', 'total', 'talli']",0.180739222823013
"20","['case', 'updat', 'current', 'activ', 'case', 'new', 'zealand', 'border', 'comm']",0.247487373415292
"21","['food', 'insecur', 'undiscuss', 'global', 'age', 'cultur', 'untouch', 'impact']",0.133394593769983
"22","['support', 'vaccin', 'iraq']",0.188982236504614
"23","['danc', 'star', 'contest', 'cheryl', 'burk', 'codi', 'rigsbi', 'compet', 'home', 'contract']",0.1
"24","['war', 'vaccin', 'reason', 'shouldnt', 'worri', 'vaccin', 'go']",0.0573539334676404
"25","['union', 'budget', 'vaccin', 'push', 'fdi', 'insur', 'tax', 'relief', 'seniorsvia', 'namo', 'app']",0.0668153104781061
"26","['durga', 'puja', 'ahead', 'festiv', 'season', 'idol', 'maker', 'kumartuli', 'kolkata', 'worri', 'sale']",0.306412938514171
"27","['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",0.125
"28","['merck', 'pill', 'success', 'slam', 'moderna', 'share', 'shake', 'health', 'care', 'sector', 'fox', 'financ', 'busi', 'news']",0.388057000058133
"29","['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",0.125
"30","['narr', 'sick', 'proven', 'healthi', 'guilti', 'proven', 'innoc']",0.33203915431768
"31","['india', 'report', 'new', 'case', 'recoveri', 'death', 'last', 'hour']",0.221880078490092
"32","['mani', 'kid', 'hospit', 'mani', 'succumb', 'unless', 'medic', 'data', 'strongli', 'ind']",0.137649440322337
"33","['sciencedelta', 'increas', 'risk', 'pregnant', 'woman', 'pfizerbiontech', 'vaccin', 'antibodi', 'gone', 'month']",0.0400891862868637
"34","['er', 'nurs', 'test', 'posit', 'eight', 'day', 'receiv', 'vaccin']",0.317542648054294
"35","['must', 'elimin', 'becom', 'endem', 'america', 'surviv']",0.418578945162479
"36","['none', 'u', 'fallen', 'famili', 'deal', 'novel']",0.377123616632825
"37","['causal', 'relationship', 'global', 'warm']",0.126491106406735
"38","['myrepublica', 'delta', 'increas', 'risk', 'pregnant', 'woman', 'pfizerbiontech', 'vaccin', 'antibodi', 'gone', 'month']",0.0400891862868637
"39","['india', 'record', 'new', 'case', 'lower', 'yesterday']",0.282842712474619
"40","['vaccin', 'work', 'short', 'period', 'time', 'need', 'boostershot', 'protect']",0.235702260395516
"41","['latest', 'twitter', 'time', 'thank', 'tokyo']",0.2
"42","['great', 'talk', 'protect', 'admit', 'hospit', 'legal', 'av']",0.828509849928516
"43","['last', 'updat', 'octob', 'gmt', 'unit', 'state', 'case']",0.176776695296637
"44","['fetal', 'death', 'record', 'follow', 'shot', 'crimin', 'cdc', 'recommend', 'pregnant', 'woman', 'get']",0.0138675049056307
"45","['act', 'record', 'new', 'case', 'amid', 'warn', 'larg', 'labour', 'day', 'gather']",0.0866025403784439
"46","['new', 'case', 'india', 'gmt', 'coronavirusupd', 'coronaviruspandem']",0.266666666666667
"47","['question', 'vaccin', 'pregnanc', 'fertil', 'plea', 'check']",0.267261241912424
"48","['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",0.125
"49","['suprem', 'court', 'justic', 'brett', 'kavanaugh', 'test', 'posit']",0.75
"50","['report', 'nd', 'octob', 'new', 'posit', 'case', 'year', 'quarantin', 'local', 'contact']",0.4002082791081
"51","['air', 'new', 'zealand', 'requir', 'full', 'vaccin', 'intern', 'travel']",0.241209075662211
"52","['news', 'solano', 'commun', 'colleg', 'mandat', 'vaccin', 'test', 'vacavil', 'report']",0.160356745147455
"53","['advent', 'vaccin', 'spark', 'hope', 'return', 'normal', 'dash', 'latest']",0.29459415181859
"54","['next', 'gener', 'doctor', 'impact']",0.120604537831105
"55","['read', 'somewher', 'norway', 'simpli', 'accept', 'stay', 'remov', 'restrict']",0.188561808316413
"56","['india', 'record', 'new', 'case', 'lower', 'yesterday']",0.282842712474619
"57","['bc', 'top', 'doctor', 'tout', 'vaccin', 'ahead', 'thanksgiv', 'gather']",0.505964425626941
"58","['took', 'lose', 'foot', 'unvaccin', 'texan', 'say', 'learn']",0.0125
"59","['feel', 'burnt', 'impact', 'patient', 'care', 'prolong', 'battl', 'left', 'mani', 'doctor']",0.114707866935281
"60","['malaysian', 'need', 'lockdown', 'like', 'slow', 'spread', 'vaccin', 'responsiblecitizen']",0.0693375245281536
"61","['latest', 'mhanyz', 'daili', 'thank', 'afp']",0.2
"62","['expert', 'explain', 'end', 'local', 'consequ', 'increas']",0.0235702260395516
"63","['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",0.125
"64","['get', 'better', 'airborn', 'transmiss', 'apoorva', 'mandavilli', 'nyt', 'read']",0.21380899352994
"65","['india', 'report', 'new', 'case', 'last', 'hour', 'per', 'cent', 'lower', 'yesterday']",0.194028500029066
"66","['last', 'updat', 'octob', 'gmt', 'unit', 'state', 'case', 'death']",0.158113883008419
"67","['two', 'studi', 'suggest', 'newer', 'variant', 'better', 'travel', 'air', 'new', 'york']",0.367065174192899
"68","['affect', 'special', 'educ', 'student', 'gen']",0.266666666666667
"69","['odisha', 'report', 'new', 'case', 'last', 'hour', 'quarantin', 'local', 'contact', 'total', 'caseload']",0.21380899352994
"70","['insid', 'unit', 'airlin', 'decis', 'mandat', 'vaccin', 'niraj', 'chokshi', 'noam', 'scheiber', 'nyt', 'read']",0.121267812518166
"71","['air', 'new', 'zealand', 'requir', 'vaccin', 'intern', 'travel', 'reuter']",0.241209075662211
"72","['number', 'rise', 'plea', 'take', 'precaut']",0.316227766016838
"73","['still', 'push', 'remdesivirvekluri', 'ebola', 'therapeut', 'patient']",0.288675134594813
"74","['wa', 'premier', 'confirm', 'crew', 'stolt', 'sakura', 'ship', 'fremantl', 'test', 'posit', 'rd']",0.391311896062463
"75","['info', 'india', 'new', 'case', 'today', 'recoveri', 'today', 'death', 'total', 'activ', 'case', 'total', 'case']",0.335658556671309
"76","['danc', 'month', 'without', 'mask', 'safe', 'ticket', 'morn']",0.176776695296637
"77","['new', 'zealand', 'widen', 'lockdown', 'delta', 'spread', 'outsid', 'auckland', 'new', 'zealand', 'delta', 'variant', 'ha']",0.194028500029066
"78","['happen', 'wake', 'alabama', 'alabama', 'clear', 'plan', 'use', 'relief', 'fund', 'build', 'prison']",0.259272486435067
"79","['what', 'time', 'wash', 'hand', 'rememb', 'best', 'way', 'prevent']",0.058925565098879
"80","['odisha', 'report', 'new', 'posit', 'includ', 'year', 'age', 'group', 'last', 'hour', 'quaranti']",0.55
"81","['alabama', 'lawmak', 'approv', 'controversi', 'plan', 'use', 'million', 'relief', 'fund', 'build', 'new', 'prison']",0.2875
"82","['requir', 'spreader', 'thrive', 'step', 'save', 'live', 'emergeda', 'cloth', 'mask', 'refrain', 'larg', 'gath']",0.143614249402972
"83","['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",0.125
"84","['fact', 'check', 'mask', 'proven', 'reduc', 'spread', 'factsmatt']",0.144337567297406
"85","['clallam', 'bay', 'correct', 'center', 'continu', 'grow', 'accord', 'health', 'offici']",0.0625
"86","['think', 'look', 'like', 'logo']",0.176776695296637
"87","['new', 'post', 'uk', 'record', 'anoth', 'case']",0.302371578407382
"88","['new', 'case', 'new', 'death', 'kazakhstan', 'gmt', 'coronavirusupd', 'coronaviruspandem']",0.461880215351701
"89","['aveng', 'hero', 'support', 'mandatori', 'vaccin', 'wear', 'mask', 'stop']",0.125
"90","['sa', 'green', 'list', 'travel', 'uk', 'probabl', 'get', 'confirm', 'later', 'week']",0.117851130197758
"91","['health', 'minist', 'rachel', 'stephensmith', 'said', 'new', 'local', 'acquir', 'case', 'link', 'cu']",0.377123616632825
"92","['ye', 'like', 'vaccin', 'antivaxx', 'wont', 'take', 'merck', 'pill', 'caus', 'believ', 'contain', 'microchip']",0.36533850361305
