"","V1","ave_sentiment"
"1","['emmi', 'grant', 'exempt', 'mask', 'rule']",0.0883883476483184
"2","['chief', 'dr', 'tedro', 'welcom', 'india', 'call', 'restart', 'vaccin', 'export']",0.288675134594813
"3","['capo', 'talk', 'dalla', 'cultur', 'relationship', 'hustl', 'cultur', 'podcast', 'video']",0.646225728602392
"4","['imf', 'call', 'coordin', 'action', 'account', 'battl', 'imf', 'corr']",0.152542553961938
"5","['dr', 'ong', 'say', 'focu', 'death', 'case', 'noncovid', 'relat', 'ill', 'hunger']",0.242535625036333
"6","['new', 'variant', 'spread', 'quickli', 'kentucki', 'nurs', 'home']",0.542720420239975
"7","['like', 'covidlook', 'like', 'china', 'export', 'global', 'financi', 'crisi', 'well', 'evergrand', 'appear', 'china', 'lehman']",0.3625
"8","['togeth', 'unit', 'v', 'end', 'pixarluca', 'abugslif', 'disney', 'pixar']",0.129099444873581
"9","['hq', 'branch', 'close', 'decontamin', 'plea', 'let', 'u', 'know']",0.277350098112615
"10","['unshak', 'undoubtedli']",0.144337567297406
"11","['cancel', 'midautumn', 'festiv', 'celebr', 'return', 'dr', 'sun', 'yatsen', 'garden']",0.490747728811182
"12","['fresh', 'case', 'india', 'higher', 'yesterday']",0.176776695296637
"13","['johnson', 'johnson', 'say', 'booster', 'shot', 'provid', 'increas', 'protect']",0.259807621135332
"14","['vaccin', 'need', 'conveni', 'wcpo']",0.25298221281347
"15","['brazilian', 'minist', 'health', 'marcelo', 'queiroga', 'test', 'posit', 'new', 'york', 'citi', 'unit']",0.493243827821708
"16","['india', 'live', 'updat', 'chief', 'thank', 'india', 'start', 'vaccin', 'export', 'octob']",0.160356745147455
"17","['china', 'seek', 'develop', 'nextgen', 'vaccin', 'amid', 'trial', 'complic']",0.0316227766016838
"18","['breakthrough', 'case', 'delta', 'variant', 'updat', 'massachusett']",0.176776695296637
"19","['uae', 'announc', 'new', 'case', 'recoveri', 'death', 'last', 'hour']",0.25298221281347
"20","['latest', 'link', 'local', 'dupag', 'daili', 'thank', 'smartnew']",0.180906806746658
"21","['iaspgoldcoast', 'present', 'campaign', 'launch', 'respons', 'impact', 'vic']",0.0645497224367903
"22","['fda', 'vaccin', 'advis', 'say', 'booster', 'decis', 'rush', 'biden', 'administr', 'sept']",0.160356745147455
"23","['tonight', 'lgbtiq', 'commun', 'wednesday', 'free', 'onlin', 'forum', 'vaccin', 'queer']",0.0668153104781061
"24","['data', 'held', 'airlin', 'increasingli', 'valuabl', 'fact', 'global', 'unit', 'airl']",0.0942809041582063
"25","['ontario', 'vaccin', 'certif', 'program', 'mani', 'indoor', 'public', 'set', 'effect']",0.166410058867569
"26","['countri', 'think', 'u', 'record', 'peopl', 'plea', 'brutal', 'honest', 'plea']",0.412478955692153
"27","['odisha', 'case', 'tpr', 'rise', 'margin', 'test', 'posit']",0.189952147083991
"28","['know', 'leader', 'major', 'countri', 'would', 'never', 'admit', 'blunder', 'like', 'yet', 'would', 'never', 'turn']",0.00980580675690921
"29","['new', 'case', 'discharg', 'death', 'septemb']",0.282842712474619
"30","['peer', 'review', 'paper', 'australian', 'scientist', 'provid', 'evid', 'lab', 'develop', 'bioweapon']",0.103279555898864
"31","['ir', 'benefit', 'get', 'tax', 'deduct']",0.158113883008419
"32","['right', 'firedup', 'playback', 'nxt', 'wwenxt', 'news', 'break', 'updat', 'podcast', 'soundcloud', 'np']",0.0534522483824849
"33","['far', 'arizona', 'jodi', 'bebrav', 'thankyoujodi', 'support', 'feder', 'whistleblow', 'jodi', 'omalley']",0.138675049056307
"34","['india', 'updat', 'india', 'add', 'le', 'case', 'second', 'straight', 'day', 'posit', 'rate', 'remain', 'belo']",0.1455213750218
