"","V1","ave_sentiment"
"1","['philippin', 'respons', 'bad', 'vaccinin', 'super', 'slow']",-0.288011054730645
"2","['japan', 'panel', 'ok', 'full', 'end', 'emerg', 'thur']",-0.25
"3","['u', 'enough', 'vaccin', 'booster', 'kid', 'shot', 'ap', 'million', 'dose']",-0.058925565098879
"4","['rundown', 'collegi', 'esport', 'compani', 'organ', 'prepar', 'futur', 'follow', 'bump']",-0.296928723209235
"5","['cheryl', 'burk', 'miss', 'dwt', 'test', 'posit']",-0.0753778361444409
"6","['grand', 'rapid', 'coupl', 'die', 'minut', 'apart']",-0.106066017177982
"7","['chine', 'envoy', 'refut', 'u', 'origintrac', 'report']",-0.151185789203691
"8","['india', 'live', 'updat', 'new', 'case', 'activ', 'case', 'lakh', 'mizoram', 'caus', 'concern']",-0.00801783725737274
"9","['world', 'never', 'success', 'vaccin', 'erad', 'ever']",-0.277350098112615
"10","['econom', 'impact', 'forc', 'caribbean', 'countri', 'cut', 'invest', 'make', 'infrastructur', 're']",-0.121267812518166
"11","['neverend', 'tale', 'anger', 'frustrat']",-0.618718433538229
"12","['idaho', 'also', 'hit', 'record', 'high', 'child', 'hospit', 'frid']",-0.0668153104781061
"13","['cardin', 'raymond', 'burk', 'say', 'recoveri', 'slow', 'controversi']",-0.226133508433323
"14","['inert', 'ingredi', 'tie', 'allerg', 'reaction', 'vaccin', 'publish', 'chineselgz']",-0.200445931434318
"15","['insan', 'alberta', 'covidab', 'covidab', 'ableg', 'albertahealth']",-0.265165042944955
"16","['econom', 'impact', 'forc', 'caribbean', 'countri', 'cut', 'invest', 'make', 'infrastructur', 're']",-0.121267812518166
"17","['rundown', 'collegi', 'esport', 'compani', 'organ', 'prepar', 'futur', 'follow', 'bump']",-0.296928723209235
"18","['rundown', 'collegi', 'esport', 'compani', 'organ', 'prepar', 'futur', 'follow', 'bump']",-0.296928723209235
"19","['india', 'regist', 'massiv', 'declin', 'case', 'countri', 'record', 'case', 'day']",-0.360802676581773
"20","['break', 'odisha', 'report', 'case', 'last', 'hour', 'year', 'quarantin', 'local']",-0.160356745147455
"21","['vaccin', 'child', 'pregnant', 'woman', 'vaccin', 'poison', 'childrenpregn', 'wom']",-0.125
"22","['funer', 'home', 'u', 'state', 'run', 'storag', 'amid', 'resurg', 'usa', 'kalingatv']",-0.206559111797729
"23","['latest', 'data', 'infect', 'show', 'case', 'drop']",-0.333333333333333
"24","['hope', 'sucker', 'get', 'die']",-0.302371578407382
"25","['israel', 'vaccin', 'countri', 'world', 'hospit', 'fill', 'delta', 'variant']",-0.058925565098879
"26","['tennesse', 'resist', 'vaccin', 'embrac', 'inferior', 'antibodi', 'treatment']",-0.15
"27","['farm', 'fell', 'ill', 'huge', 'first', 'face', 'prosecut', 'workplac', 'safeti']",-0.834386001800126
"28","['break', 'two', 'johnson', 'johnson', 'employe', 'refus', 'jampj', 'vaccin', 'cite', 'efficaci', 'concern', 'blood', 'clot', 'th']",-0.230408843784516
"29","['california', 'prison', 'guard', 'staff', 'must', 'get', 'vaccin', 'feder', 'judg', 'rule']",-0.21650635094611
"30","['bradley', 'beal', 'miss', 'olymp', 'protocol', 'declin', 'vaccin']",-0.301511344577764
"31","['manitoba', 'health', 'offici', 'say', 'disproportion', 'hit', 'southern', 'health', 'district', 'provinc']",-0.15
"32","['infect', 'rise', 'elect', 'cours', 'elect', 'countri', 'close']",-0.223606797749979
"33","['farm', 'fell', 'ill', 'huge', 'first', 'face', 'prosecut', 'workplac', 'safeti']",-0.834386001800126
"34","['morn', 'patient', 'irish', 'hospit', 'day', 'last', 'week']",-0.0645497224367903
"35","['revers', 'cours', 'fourth', 'wave', 'forc', 'seismic', 'shift', 'sask']",-0.126491106406735
"36","['fieldwork', 'mobil', 'tech', 'keep', 'op', 'go']",-0.333333333333333
"37","['say', 'plu', 'doctor', 'didnt', 'join', 'togeth', 'global', 'summit', 'last', 'week', 'tha']",-0.153206469257085
"38","['china', 'industri', 'profit', 'growth', 'slow', 'high', 'commod', 'price', 'compon', 'shortag']",-0.360555127546399
"39","['biden', 'get', 'vaccin', 'booster', 'shot', 'joebiden', 'vaccin', 'tmrworld']",-0.133333333333333
"40","['biden', 'get', 'booster', 'shot', 'addit', 'dose', 'roll', 'joebiden', 'booster']",-0.0416025147168922
"41","['covert', 'darpa', 'thing', 'communist', 'militari', 'didnt', 'know', 'darpa', 'thing', 'eco']",-0.117851130197758
"42","['th', 'victim']",-0.375
"43","['bleak', 'produc', 'worst', 'drop', 'global', 'life', 'expect', 'sinc', 'wwii']",-0.180906806746658
"44","['insecur', 'infrastructur', 'decay', 'wors', 'also', 'give', 'u', 'vaccin', 'insecur', 'infrastruct']",-0.666972968849916
"45","['break', 'news', 'govern', 'around', 'world', 'right', 'struggl', 'contain', 'news', 'horr']",-0.29824045403173
"46","['michigan', 'doctor', 'said', 'patient', 'question', 'medic', 'advic', 'die']",-0.121267812518166
"47","['daili', 'iv', 'drip', 'till', 'die', 'entri', 'gatesofhal']",-0.21650635094611
"48","['chick', 'crazi']",-0.335410196624968
"49","['workforc', 'strategi', 'post', 'recoveri', 'bridg', 'respond', 'crisi']",-0.133630620956212
"50","['lupin', 'foray', 'diagnost', 'busi', 'launch', 'expect', 'next', 'month', 'busi', 'standard', 'stock', 'stocksinnew']",-0.0267261241912424
"51","['canada', 'medicaldevic', 'regulatori', 'daili', 'stori', 'vaccin']",-0.0883883476483184
"52","['jason', 'kenney', 'say', 'aint', 'alberta', 'high', 'rate', 'hard', 'lockdown', 'seem']",-0.10914103126635
"53","['presid', 'think', 'crook']",-0.447213595499958
"54","['oper', 'stage', 'genocid']",-0.377964473009227
"55","['transform', 'minecraft', 'bat', 'take', 'vaccin', 'dont', 'deserv', 'bat']",-0.0109108945117996
"56","['presid', 'think', 'crook']",-0.447213595499958
"57","['india', 'tuesday', 'report', 'lowest', 'singleday', 'rise', 'infect', 'day', 'data', 'unio']",-0.412478955692153
"58","['seriou', 'group', 'scientist', 'declar', 'vaccin', 'risk', 'high', 'ignor']",-0.577350269189626
"59","['without', 'earli', 'booster', 'dose', 'midst', 'surg', 'spread', 'mani', 'million', 'would', 'ad']",-0.106600358177805
"60","['monday', 'updat', 'missouri', 'dhss', 'add', 'coronavirusrel', 'death', 'analyz', 'death', 'certif']",-0.150755672288882
"61","['rundown', 'collegi', 'esport', 'compani', 'organ', 'prepar', 'futur', 'follow', 'bump']",-0.296928723209235
"62","['sept', 'confirm', 'case', 'recoveri', 'fatal', 'nationwid']",-0.144337567297406
"63","['missouri', 'plan', 'test', 'deer', 'hunt', 'season']",-0.0790569415042095
"64","['know', 'realli', 'die', 'isnt']",-0.271360210119987
"65","['autopsi', 'complet', 'regularli', 'address', 'caus', 'death', 'especi', 'relat', 'novel']",-0.487903679018718
"66","['last', 'check', 'hotzon', 'midwest', 'fatal', 'rate', 'sinc']",-0.0235702260395516
"67","['highli', 'like', 'becom', 'season', 'diseas']",-0.408201630849965
"68","['feder', 'conspiraci', 'suppress', 'injuri', 'death', 'vaccin']",-0.790569415042095
"69","['break', 'vaccin', 'expedit', 'district', 'tamilnadu', 'district', 'vaccin']",-0.110679718105893
"70","['updat', 'total', 'case', 'activ', 'recoveri', 'test']",-0.0883883476483184
"71","['derail', 'recoveri', 'asean', 'economi', 'refinitiv', 'perspect']",-0.194454364826301
"72","['kansa', 'lawmak', 'set', 'examin', 'impact', 'mandat']",-0.166666666666667
"73","['arrest', 'scott', 'morrison', 'gladi', 'berejiklian', 'annastacia', 'palaszczuk', 'daniel', 'andrew', 'health', 'offici', 'must']",-0.160356745147455
"74","['tkp', 'border', 'surveil', 'system', 'activ', 'screen', 'incom', 'travel']",-0.10690449676497
"75","['restrict', 'assam', 'lift', 'novemb', 'situat', 'state', 'considerab']",-0.235702260395516
"76","['u', 'presid', 'get', 'vaccin', 'booster', 'shot', 'move', 'set', 'exampl', 'american', 'get', 'extr']",-0.0894427190999916
"77","['jab', 'passport', 'would', 'need', 'nightclub', 'sport', 'plan', 'health', 'secretari', 'sajid', 'javid', 'set']",-0.378535960886427
"78","['perhap', 'may', 'alreadi', 'contract', 'reduc', 'mental', 'capac']",-0.129099444873581
"79","['monday', 'updat', 'missouri', 'dhss', 'add', 'coronavirusrel', 'death', 'analyz', 'death', 'certif']",-0.150755672288882
"80","['exactli', 'lose', 'sen', 'smell', 'contract', 'taken', 'serious']",-0.258198889747161
"81","['happen', 'wear', 'mask', 'public', 'space', 'evid', 'mani', 'busi', 'think', 'maskup']",-0.229415733870562
"82","['didnt', 'slow', 'grow', 'team', 'revloc', 'hire', 'dedic', 'digit', 'sale', 'repres', 'clev']",-0.0121267812518167
"83","['grim', 'reaper', 'busi', 'idaho', 'relat', 'death', 'climb', 'idahoan', 'face', 'funer', 'cost', 'seek']",-0.355594387499371
"84","['immunotherapeut', 'consortium', 'identifi', 'surfac', 'spike', 'resist', 'antibodi', 'escap']",-0.259807621135332
"85","['jfc', 'michigan', 'doctor', 'said', 'patient', 'question', 'medic', 'advic', 'die']",-0.121267812518166
"86","['state', 'report', 'entir', 'popul', 'infect', 'tn', 'nd', 'fl']",-0.172061800402921
"87","['west', 'virginia', 'rain', 'deadli', 'hand', 'leader', 'think', 'make', 'nation', 'news']",-0.163663417676994
"88","['norway', 'compar', 'flu', 'say', 'health', 'chief']",-0.208012573584461
"89","['chomp', 'worker', 'threaten', 'lawsuit', 'state', 'vaccin', 'mandat', 'area', 'hospit']",-0.416025147168922
"90","['presid', 'joe', 'biden', 'got', 'booster', 'shot', 'news', 'camera', 'monday', 'admini']",-0.103279555898864
"91","['illinoi', 'woman', 'get', 'caught', 'use', 'fake', 'vaccin', 'card', 'enter', 'hawaii', 'misspel', 'moderna', 'mader']",-0.176776695296637
"92","['b', 'million', 'new', 'infect', 'relat', 'death', 'report', 'across', 'unit']",-0.523876950078479
"93","['lauren', 'insurrectionist', 'mind', 'headach']",-0.144337567297406
"94","['u', 'adult', 'estim', 'hospit', 'risk']",-0.28347335475692
"95","['u', 'presid', 'joe', 'biden', 'get', 'booster', 'shot', 'joebiden', 'covidboost']",-0.126491106406735
"96","['cousin', 'told', 'sg', 'case', 'keep', 'rise', 'govern', 'bagitau', 'da', 'nak', 'endem']",-0.225
"97","['look', 'articl', 'havoc', 'shatt']",-0.458831467741123
"98","['act', 'longer', 'threat', 'stupid', 'ad', 'deni', 'brexit', 'creat', 'miseri', 'beyond']",-0.373101253622318
"99","['boston', 'celtic', 'opinion', 'opt', 'vaccin', 'person', 'choic', 'problem']",-0.397841845321591
